packet_id,label,mutation_type,severity,pr_vendor,gst_vendor,pr_ref,gst_ref,pr_amount,gst_amount,pr_date,gst_date,pr_gstin,gst_gstin
pkt-1318,NO_MATCH,different_entity,high,Supplier Inc 1318,Different Supplier Inc,INV-11318,INV-11318,17829.83,17829.83,2023-03-14,2023-03-14,27AAAAA2318A1Z5,27BBBBB1234B1Z5
pkt-1319,EXACT_MATCH,none,none,Supplier LLC 1319,Supplier LLC 1319,INV-11319,INV-11319,24958.03,24958.03,2023-12-08,2023-12-08,27AAAAA2319A1Z5,27AAAAA2319A1Z5
pkt-1320,EXACT_MATCH,none,none,Supplier Inc 1320,Supplier Inc 1320,INV-11320,INV-11320,46335.57,46335.57,2023-10-12,2023-10-12,27AAAAA2320A1Z5,27AAAAA2320A1Z5
pkt-1321,NO_MATCH,different_entity,high,Supplier Inc 1321,Different Supplier Inc,INV-11321,INV-11321,28450.66,28450.66,2023-12-12,2023-12-12,27AAAAA2321A1Z5,27BBBBB1234B1Z5
pkt-1322,EXACT_MATCH,none,none,Supplier Corp 1322,Supplier Corp 1322,INV-11322,INV-11322,24128.49,24128.49,2023-12-03,2023-12-03,27AAAAA2322A1Z5,27AAAAA2322A1Z5
pkt-1323,CONTRADICTION,major_amount_diff,high,Supplier Inc 1323,Supplier Inc 1323,INV-11323,INV-11323,36591.53,73183.060,2023-05-15,2023-05-15,27AAAAA2323A1Z5,27AAAAA2323A1Z5
pkt-1324,EXACT_MATCH,none,none,Supplier Ltd 1324,Supplier Ltd 1324,INV-11324,INV-11324,44506.78,44506.78,2023-02-08,2023-02-08,27AAAAA2324A1Z5,27AAAAA2324A1Z5
pkt-1325,NO_MATCH,different_entity,high,Supplier LLC 1325,Different Supplier Inc,INV-11325,INV-11325,37110.14,37110.14,2023-11-03,2023-11-03,27AAAAA2325A1Z5,27BBBBB1234B1Z5
pkt-1326,NO_MATCH,missing_record,high,Supplier Inc 1326,,INV-11326,,2733.44,,2023-06-18,,27AAAAA2326A1Z5,
pkt-1327,EXACT_MATCH,none,none,Supplier LLC 1327,Supplier LLC 1327,INV-11327,INV-11327,22756.34,22756.34,2023-08-19,2023-08-19,27AAAAA2327A1Z5,27AAAAA2327A1Z5
pkt-1328,EXACT_MATCH,none,none,Supplier Corp 1328,Supplier Corp 1328,INV-11328,INV-11328,17710.44,17710.44,2023-05-10,2023-05-10,27AAAAA2328A1Z5,27AAAAA2328A1Z5
pkt-1329,EXACT_MATCH,none,none,Supplier LLC 1329,Supplier LLC 1329,INV-11329,INV-11329,34783.05,34783.05,2023-10-24,2023-10-24,27AAAAA2329A1Z5,27AAAAA2329A1Z5
pkt-1330,NO_MATCH,different_entity,high,Supplier Ltd 1330,Different Supplier Inc,INV-11330,INV-11330,39272.58,39272.58,2023-05-02,2023-05-02,27AAAAA2330A1Z5,27BBBBB1234B1Z5
pkt-1331,EXACT_MATCH,none,none,Supplier LLC 1331,Supplier LLC 1331,INV-11331,INV-11331,8537.05,8537.05,2023-01-22,2023-01-22,27AAAAA2331A1Z5,27AAAAA2331A1Z5
pkt-1332,FUZZY_MATCH,ocr_artifacts,medium,Supplier Inc 1332,Supplier Inc 1332,INV-11332,INV-II332,31253.42,31253.43,2023-05-16,2023-05-16,27AAAAA2332A1Z5,27AAAAA2332A1Z5
pkt-1333,NO_MATCH,different_entity,high,Supplier Corp 1333,Different Supplier Inc,INV-11333,INV-11333,25329.25,25329.25,2023-05-09,2023-05-09,27AAAAA2333A1Z5,27BBBBB1234B1Z5
pkt-1334,NO_MATCH,different_entity,high,Supplier Inc 1334,Different Supplier Inc,INV-11334,INV-11334,14120.5,14120.5,2023-05-01,2023-05-01,27AAAAA2334A1Z5,27BBBBB1234B1Z5
pkt-1335,EXACT_MATCH,none,none,Supplier Corp 1335,Supplier Corp 1335,INV-11335,INV-11335,8813.23,8813.23,2023-10-24,2023-10-24,27AAAAA2335A1Z5,27AAAAA2335A1Z5
pkt-1336,NO_MATCH,missing_record,high,Supplier Corp 1336,,INV-11336,,22387.99,,2023-03-09,,27AAAAA2336A1Z5,
pkt-1337,NO_MATCH,invalid_gstin_suffix,high,Supplier Inc 1337,Supplier Inc 1337,INV-11337,INV-11337,9122.38,9122.38,2023-09-28,2023-09-28,27AAAAA2337A1Z5,27AAAAA2337A1ZX
pkt-1338,NO_MATCH,missing_record,high,Supplier Corp 1338,,INV-11338,,49205.18,,2023-03-20,,27AAAAA2338A1Z5,
pkt-1339,FUZZY_MATCH,date_shift,medium,Supplier Ltd 1339,Supplier Ltd 1339,INV-11339,INV-11339,37662.79,37662.79,2023-07-25,2023-07-30,27AAAAA2339A1Z5,27AAAAA2339A1Z5
pkt-1340,NO_MATCH,different_entity,high,Supplier Corp 1340,Different Supplier Inc,INV-11340,INV-11340,22065.23,22065.23,2023-11-06,2023-11-06,27AAAAA2340A1Z5,27BBBBB1234B1Z5
pkt-1341,FUZZY_MATCH,string_distance,low,Supplier LLC 1341,Suplier LLC 1341,INV-11341,INV11341,36744.62,36744.62,2023-06-02,2023-06-02,27AAAAA2341A1Z5,27AAAAA2341A1Z5
pkt-1342,FUZZY_MATCH,minor_amount_diff,low,Supplier Ltd 1342,Supplier Ltd 1342,INV-11342,INV-11342,2720.91,2723.41,2023-08-13,2023-08-13,27AAAAA2342A1Z5,27AAAAA2342A1Z5
pkt-1343,EXACT_MATCH,none,none,Supplier Ltd 1343,Supplier Ltd 1343,INV-11343,INV-11343,37332.91,37332.91,2023-09-08,2023-09-08,27AAAAA2343A1Z5,27AAAAA2343A1Z5
pkt-1344,CONTRADICTION,major_amount_diff,high,Supplier Corp 1344,Supplier Corp 1344,INV-11344,INV-11344,35309.83,70619.660,2023-08-09,2023-08-09,27AAAAA2344A1Z5,27AAAAA2344A1Z5
pkt-1345,EXACT_MATCH,none,none,Supplier Ltd 1345,Supplier Ltd 1345,INV-11345,INV-11345,43526.86,43526.86,2023-01-10,2023-01-10,27AAAAA2345A1Z5,27AAAAA2345A1Z5
pkt-1346,FUZZY_MATCH,string_distance,low,Supplier Inc 1346,Suplier Inc 1346,INV-11346,INV11346,33956.82,33956.82,2023-09-22,2023-09-22,27AAAAA2346A1Z5,27AAAAA2346A1Z5
pkt-1347,NO_MATCH,different_entity,high,Supplier Ltd 1347,Different Supplier Inc,INV-11347,INV-11347,45893.84,45893.84,2023-11-12,2023-11-12,27AAAAA2347A1Z5,27BBBBB1234B1Z5
pkt-1348,FUZZY_MATCH,minor_amount_diff,low,Supplier LLC 1348,Supplier LLC 1348,INV-11348,INV-11348,45910.3,45909.30,2023-05-11,2023-05-11,27AAAAA2348A1Z5,27AAAAA2348A1Z5
pkt-1349,EXACT_MATCH,none,none,Supplier Ltd 1349,Supplier Ltd 1349,INV-11349,INV-11349,12841.66,12841.66,2023-10-13,2023-10-13,27AAAAA2349A1Z5,27AAAAA2349A1Z5
pkt-1350,CONTRADICTION,major_amount_diff,high,Supplier Corp 1350,Supplier Corp 1350,INV-11350,INV-11350,37479.64,74959.280,2023-12-22,2023-12-22,27AAAAA2350A1Z5,27AAAAA2350A1Z5
pkt-1351,CONTRADICTION,major_amount_diff,high,Supplier LLC 1351,Supplier LLC 1351,INV-11351,INV-11351,16936.59,33873.180,2023-12-06,2023-12-06,27AAAAA2351A1Z5,27AAAAA2351A1Z5
pkt-1352,EXACT_MATCH,none,none,Supplier Inc 1352,Supplier Inc 1352,INV-11352,INV-11352,627.84,627.84,2023-01-27,2023-01-27,27AAAAA2352A1Z5,27AAAAA2352A1Z5
pkt-1353,NO_MATCH,invalid_gstin_suffix,high,Supplier Ltd 1353,Supplier Ltd 1353,INV-11353,INV-11353,20621.31,20621.31,2023-09-04,2023-09-04,27AAAAA2353A1Z5,27AAAAA2353A1ZX
pkt-1354,EXACT_MATCH,none,none,Supplier Corp 1354,Supplier Corp 1354,INV-11354,INV-11354,11048.87,11048.87,2023-05-09,2023-05-09,27AAAAA2354A1Z5,27AAAAA2354A1Z5
pkt-1355,NO_MATCH,different_entity,high,Supplier Corp 1355,Different Supplier Inc,INV-11355,INV-11355,1282.65,1282.65,2023-02-02,2023-02-02,27AAAAA2355A1Z5,27BBBBB1234B1Z5
pkt-1356,NO_MATCH,different_entity,high,Supplier Inc 1356,Different Supplier Inc,INV-11356,INV-11356,31940.34,31940.34,2023-12-04,2023-12-04,27AAAAA2356A1Z5,27BBBBB1234B1Z5
pkt-1357,FUZZY_MATCH,string_distance,low,Supplier Corp 1357,Suplier Corp 1357,INV-11357,INV11357,6582.37,6582.37,2023-11-25,2023-11-25,27AAAAA2357A1Z5,27AAAAA2357A1Z5
pkt-1358,EXACT_MATCH,none,none,Supplier Ltd 1358,Supplier Ltd 1358,INV-11358,INV-11358,34813.12,34813.12,2023-05-10,2023-05-10,27AAAAA2358A1Z5,27AAAAA2358A1Z5
pkt-1359,EXACT_MATCH,none,none,Supplier LLC 1359,Supplier LLC 1359,INV-11359,INV-11359,46815.48,46815.48,2023-11-15,2023-11-15,27AAAAA2359A1Z5,27AAAAA2359A1Z5
pkt-1360,FUZZY_MATCH,minor_amount_diff,low,Supplier LLC 1360,Supplier LLC 1360,INV-11360,INV-11360,34641.85,34642.35,2023-11-25,2023-11-25,27AAAAA2360A1Z5,27AAAAA2360A1Z5
pkt-1361,EXACT_MATCH,none,none,Supplier Inc 1361,Supplier Inc 1361,INV-11361,INV-11361,39058.49,39058.49,2023-05-25,2023-05-25,27AAAAA2361A1Z5,27AAAAA2361A1Z5
pkt-1362,FUZZY_MATCH,ocr_artifacts,medium,Supplier LLC 1362,Supplier LLC 1362,INV-11362,INV-II362,19490.66,19490.67,2023-01-09,2023-01-09,27AAAAA2362A1Z5,27AAAAA2362A1Z5
pkt-1363,FUZZY_MATCH,ocr_artifacts,medium,Supplier Ltd 1363,Supplier Ltd 1363,INV-11363,INV-II363,22084.68,22084.69,2023-08-07,2023-08-07,27AAAAA2363A1Z5,27AAAAA2363A1Z5
pkt-1364,FUZZY_MATCH,date_shift,medium,Supplier Ltd 1364,Supplier Ltd 1364,INV-11364,INV-11364,32309.61,32309.61,2023-02-05,2023-02-09,27AAAAA2364A1Z5,27AAAAA2364A1Z5
pkt-1365,FUZZY_MATCH,string_distance,low,Supplier LLC 1365,Suplier LLC 1365,INV-11365,INV11365,32202.57,32202.57,2023-08-23,2023-08-23,27AAAAA2365A1Z5,27AAAAA2365A1Z5
pkt-1366,NO_MATCH,missing_record,high,Supplier LLC 1366,,INV-11366,,1839.56,,2023-02-19,,27AAAAA2366A1Z5,
pkt-1367,EXACT_MATCH,none,none,Supplier Inc 1367,Supplier Inc 1367,INV-11367,INV-11367,1036.36,1036.36,2023-08-05,2023-08-05,27AAAAA2367A1Z5,27AAAAA2367A1Z5
pkt-1368,EXACT_MATCH,none,none,Supplier LLC 1368,Supplier LLC 1368,INV-11368,INV-11368,33263.83,33263.83,2023-05-05,2023-05-05,27AAAAA2368A1Z5,27AAAAA2368A1Z5
pkt-1369,NO_MATCH,missing_record,high,Supplier Ltd 1369,,INV-11369,,28774.55,,2023-09-23,,27AAAAA2369A1Z5,
pkt-1370,CONTRADICTION,major_amount_diff,high,Supplier Inc 1370,Supplier Inc 1370,INV-11370,INV-11370,21859.28,43718.560,2023-12-25,2023-12-25,27AAAAA2370A1Z5,27AAAAA2370A1Z5
pkt-1371,FUZZY_MATCH,string_distance,low,Supplier Ltd 1371,Suplier Ltd 1371,INV-11371,INV11371,11369.76,11369.76,2023-07-23,2023-07-23,27AAAAA2371A1Z5,27AAAAA2371A1Z5
pkt-1372,EXACT_MATCH,none,none,Supplier LLC 1372,Supplier LLC 1372,INV-11372,INV-11372,28405.47,28405.47,2023-06-11,2023-06-11,27AAAAA2372A1Z5,27AAAAA2372A1Z5
pkt-1373,CONTRADICTION,major_amount_diff,high,Supplier LLC 1373,Supplier LLC 1373,INV-11373,INV-11373,2854.21,5708.420,2023-11-03,2023-11-03,27AAAAA2373A1Z5,27AAAAA2373A1Z5
pkt-1374,FUZZY_MATCH,minor_amount_diff,low,Supplier Ltd 1374,Supplier Ltd 1374,INV-11374,INV-11374,42681.77,42682.27,2023-06-03,2023-06-03,27AAAAA2374A1Z5,27AAAAA2374A1Z5
pkt-1375,FUZZY_MATCH,minor_amount_diff,low,Supplier Corp 1375,Supplier Corp 1375,INV-11375,INV-11375,8913.25,8915.75,2023-01-13,2023-01-13,27AAAAA2375A1Z5,27AAAAA2375A1Z5
pkt-1376,NO_MATCH,missing_record,high,Supplier LLC 1376,,INV-11376,,44833.39,,2023-11-23,,27AAAAA2376A1Z5,
pkt-1377,FUZZY_MATCH,ocr_artifacts,medium,Supplier Corp 1377,Supplier Corp 1377,INV-11377,INV-II377,4334.64,4334.65,2023-11-15,2023-11-15,27AAAAA2377A1Z5,27AAAAA2377A1Z5
pkt-1378,NO_MATCH,missing_record,high,Supplier Corp 1378,,INV-11378,,1881.34,,2023-01-24,,27AAAAA2378A1Z5,
pkt-1379,NO_MATCH,missing_record,high,Supplier LLC 1379,,INV-11379,,19499.5,,2023-09-21,,27AAAAA2379A1Z5,
pkt-1380,NO_MATCH,invalid_gstin_suffix,high,Supplier Inc 1380,Supplier Inc 1380,INV-11380,INV-11380,26743.61,26743.61,2023-08-01,2023-08-01,27AAAAA2380A1Z5,27AAAAA2380A1ZX
pkt-1381,FUZZY_MATCH,string_distance,low,Supplier Ltd 1381,Suplier Ltd 1381,INV-11381,INV11381,2897.12,2897.12,2023-12-02,2023-12-02,27AAAAA2381A1Z5,27AAAAA2381A1Z5
pkt-1382,EXACT_MATCH,none,none,Supplier Ltd 1382,Supplier Ltd 1382,INV-11382,INV-11382,10662.74,10662.74,2023-11-22,2023-11-22,27AAAAA2382A1Z5,27AAAAA2382A1Z5
pkt-1383,FUZZY_MATCH,string_distance,low,Supplier Corp 1383,Suplier Corp 1383,INV-11383,INV11383,43522.98,43522.98,2023-09-05,2023-09-05,27AAAAA2383A1Z5,27AAAAA2383A1Z5
pkt-1384,NO_MATCH,missing_record,high,Supplier Inc 1384,,INV-11384,,1940.2,,2023-03-16,,27AAAAA2384A1Z5,
pkt-1385,EXACT_MATCH,none,none,Supplier Corp 1385,Supplier Corp 1385,INV-11385,INV-11385,45368.23,45368.23,2023-10-02,2023-10-02,27AAAAA2385A1Z5,27AAAAA2385A1Z5
pkt-1386,FUZZY_MATCH,minor_amount_diff,low,Supplier Inc 1386,Supplier Inc 1386,INV-11386,INV-11386,32474.44,32473.44,2023-01-06,2023-01-06,27AAAAA2386A1Z5,27AAAAA2386A1Z5
pkt-1387,FUZZY_MATCH,string_distance,low,Supplier Inc 1387,Suplier Inc 1387,INV-11387,INV11387,22863.61,22863.61,2023-03-27,2023-03-27,27AAAAA2387A1Z5,27AAAAA2387A1Z5
pkt-1388,FUZZY_MATCH,string_distance,low,Supplier Corp 1388,Suplier Corp 1388,INV-11388,INV11388,5797.57,5797.57,2023-10-26,2023-10-26,27AAAAA2388A1Z5,27AAAAA2388A1Z5
pkt-1389,NO_MATCH,invalid_gstin_suffix,high,Supplier Ltd 1389,Supplier Ltd 1389,INV-11389,INV-11389,40242.23,40242.23,2023-07-11,2023-07-11,27AAAAA2389A1Z5,27AAAAA2389A1ZX
pkt-1390,NO_MATCH,invalid_gstin_suffix,high,Supplier Corp 1390,Supplier Corp 1390,INV-11390,INV-11390,6128.04,6128.04,2023-11-19,2023-11-19,27AAAAA2390A1Z5,27AAAAA2390A1ZX
pkt-1391,NO_MATCH,different_entity,high,Supplier Inc 1391,Different Supplier Inc,INV-11391,INV-11391,41837.71,41837.71,2023-04-25,2023-04-25,27AAAAA2391A1Z5,27BBBBB1234B1Z5
pkt-1392,FUZZY_MATCH,ocr_artifacts,medium,Supplier LLC 1392,Supplier LLC 1392,INV-11392,INV-II392,8755.04,8755.05,2023-02-04,2023-02-04,27AAAAA2392A1Z5,27AAAAA2392A1Z5
pkt-1393,CONTRADICTION,major_amount_diff,high,Supplier LLC 1393,Supplier LLC 1393,INV-11393,INV-11393,37901.75,75803.500,2023-03-23,2023-03-23,27AAAAA2393A1Z5,27AAAAA2393A1Z5
pkt-1394,FUZZY_MATCH,ocr_artifacts,medium,Supplier Inc 1394,Supplier Inc 1394,INV-11394,INV-II394,8333.81,8333.82,2023-04-19,2023-04-19,27AAAAA2394A1Z5,27AAAAA2394A1Z5
pkt-1395,FUZZY_MATCH,ocr_artifacts,medium,Supplier Ltd 1395,Supplier Ltd 1395,INV-11395,INV-II395,5088.4,5088.41,2023-11-20,2023-11-20,27AAAAA2395A1Z5,27AAAAA2395A1Z5
pkt-1396,EXACT_MATCH,none,none,Supplier Inc 1396,Supplier Inc 1396,INV-11396,INV-11396,879.95,879.95,2023-08-03,2023-08-03,27AAAAA2396A1Z5,27AAAAA2396A1Z5
pkt-1397,EXACT_MATCH,none,none,Supplier LLC 1397,Supplier LLC 1397,INV-11397,INV-11397,9052.7,9052.7,2023-02-23,2023-02-23,27AAAAA2397A1Z5,27AAAAA2397A1Z5
pkt-1398,FUZZY_MATCH,date_shift,medium,Supplier Corp 1398,Supplier Corp 1398,INV-11398,INV-11398,34705.83,34705.83,2023-08-23,2023-08-20,27AAAAA2398A1Z5,27AAAAA2398A1Z5
pkt-1399,FUZZY_MATCH,date_shift,medium,Supplier Ltd 1399,Supplier Ltd 1399,INV-11399,INV-11399,32027.3,32027.3,2023-09-15,2023-09-12,27AAAAA2399A1Z5,27AAAAA2399A1Z5
pkt-1400,EXACT_MATCH,none,none,Supplier Corp 1400,Supplier Corp 1400,INV-11400,INV-11400,30565.85,30565.85,2023-01-20,2023-01-20,27AAAAA2400A1Z5,27AAAAA2400A1Z5
pkt-1401,NO_MATCH,invalid_gstin_suffix,high,Supplier LLC 1401,Supplier LLC 1401,INV-11401,INV-11401,25044.39,25044.39,2023-02-21,2023-02-21,27AAAAA2401A1Z5,27AAAAA2401A1ZX
pkt-1402,FUZZY_MATCH,string_distance,low,Supplier Corp 1402,Suplier Corp 1402,INV-11402,INV11402,20997.41,20997.41,2023-09-08,2023-09-08,27AAAAA2402A1Z5,27AAAAA2402A1Z5
pkt-1403,CONTRADICTION,major_amount_diff,high,Supplier LLC 1403,Supplier LLC 1403,INV-11403,INV-11403,49331.52,98663.040,2023-02-20,2023-02-20,27AAAAA2403A1Z5,27AAAAA2403A1Z5
pkt-1404,FUZZY_MATCH,minor_amount_diff,low,Supplier Corp 1404,Supplier Corp 1404,INV-11404,INV-11404,25426.28,25425.28,2023-08-25,2023-08-25,27AAAAA2404A1Z5,27AAAAA2404A1Z5
pkt-1405,NO_MATCH,missing_record,high,Supplier Ltd 1405,,INV-11405,,9766.58,,2023-03-22,,27AAAAA2405A1Z5,
pkt-1406,EXACT_MATCH,none,none,Supplier Inc 1406,Supplier Inc 1406,INV-11406,INV-11406,8898.56,8898.56,2023-11-02,2023-11-02,27AAAAA2406A1Z5,27AAAAA2406A1Z5
pkt-1407,NO_MATCH,invalid_gstin_suffix,high,Supplier LLC 1407,Supplier LLC 1407,INV-11407,INV-11407,18273.23,18273.23,2023-04-14,2023-04-14,27AAAAA2407A1Z5,27AAAAA2407A1ZX
pkt-1408,EXACT_MATCH,none,none,Supplier Inc 1408,Supplier Inc 1408,INV-11408,INV-11408,30879.29,30879.29,2023-08-02,2023-08-02,27AAAAA2408A1Z5,27AAAAA2408A1Z5
pkt-1409,EXACT_MATCH,none,none,Supplier Corp 1409,Supplier Corp 1409,INV-11409,INV-11409,2717.58,2717.58,2023-09-06,2023-09-06,27AAAAA2409A1Z5,27AAAAA2409A1Z5
pkt-1410,EXACT_MATCH,none,none,Supplier Corp 1410,Supplier Corp 1410,INV-11410,INV-11410,24304.56,24304.56,2023-02-03,2023-02-03,27AAAAA2410A1Z5,27AAAAA2410A1Z5
pkt-1411,FUZZY_MATCH,date_shift,medium,Supplier Ltd 1411,Supplier Ltd 1411,INV-11411,INV-11411,22296.56,22296.56,2023-10-11,2023-10-16,27AAAAA2411A1Z5,27AAAAA2411A1Z5
pkt-1412,NO_MATCH,invalid_gstin_suffix,high,Supplier Inc 1412,Supplier Inc 1412,INV-11412,INV-11412,44928.8,44928.8,2023-04-25,2023-04-25,27AAAAA2412A1Z5,27AAAAA2412A1ZX
pkt-1413,FUZZY_MATCH,date_shift,medium,Supplier Ltd 1413,Supplier Ltd 1413,INV-11413,INV-11413,11466.32,11466.32,2023-04-24,2023-04-25,27AAAAA2413A1Z5,27AAAAA2413A1Z5
pkt-1414,EXACT_MATCH,none,none,Supplier Ltd 1414,Supplier Ltd 1414,INV-11414,INV-11414,44579.12,44579.12,2023-02-16,2023-02-16,27AAAAA2414A1Z5,27AAAAA2414A1Z5
pkt-1415,FUZZY_MATCH,ocr_artifacts,medium,Supplier Ltd 1415,Supplier Ltd 1415,INV-11415,INV-II4I5,44535.39,44535.40,2023-03-07,2023-03-07,27AAAAA2415A1Z5,27AAAAA2415A1Z5
pkt-1416,EXACT_MATCH,none,none,Supplier Corp 1416,Supplier Corp 1416,INV-11416,INV-11416,19427.78,19427.78,2023-03-15,2023-03-15,27AAAAA2416A1Z5,27AAAAA2416A1Z5
pkt-1417,FUZZY_MATCH,ocr_artifacts,medium,Supplier LLC 1417,Supplier LLC 1417,INV-11417,INV-II4I7,17993.65,17993.66,2023-05-07,2023-05-07,27AAAAA2417A1Z5,27AAAAA2417A1Z5
pkt-1418,FUZZY_MATCH,ocr_artifacts,medium,Supplier LLC 1418,Supplier LLC 1418,INV-11418,INV-II4I8,1701.52,1701.53,2023-10-02,2023-10-02,27AAAAA2418A1Z5,27AAAAA2418A1Z5
pkt-1419,FUZZY_MATCH,ocr_artifacts,medium,Supplier Ltd 1419,Supplier Ltd 1419,INV-11419,INV-II4I9,5644.35,5644.36,2023-08-15,2023-08-15,27AAAAA2419A1Z5,27AAAAA2419A1Z5
pkt-1420,EXACT_MATCH,none,none,Supplier Corp 1420,Supplier Corp 1420,INV-11420,INV-11420,38040.95,38040.95,2023-04-10,2023-04-10,27AAAAA2420A1Z5,27AAAAA2420A1Z5
pkt-1421,FUZZY_MATCH,string_distance,low,Supplier Corp 1421,Suplier Corp 1421,INV-11421,INV11421,47642.73,47642.73,2023-03-19,2023-03-19,27AAAAA2421A1Z5,27AAAAA2421A1Z5
pkt-1422,NO_MATCH,different_entity,high,Supplier Corp 1422,Different Supplier Inc,INV-11422,INV-11422,20643.64,20643.64,2023-09-16,2023-09-16,27AAAAA2422A1Z5,27BBBBB1234B1Z5
pkt-1423,EXACT_MATCH,none,none,Supplier Inc 1423,Supplier Inc 1423,INV-11423,INV-11423,23727.1,23727.1,2023-08-09,2023-08-09,27AAAAA2423A1Z5,27AAAAA2423A1Z5
pkt-1424,EXACT_MATCH,none,none,Supplier LLC 1424,Supplier LLC 1424,INV-11424,INV-11424,21462.71,21462.71,2023-04-08,2023-04-08,27AAAAA2424A1Z5,27AAAAA2424A1Z5
pkt-1425,EXACT_MATCH,none,none,Supplier Inc 1425,Supplier Inc 1425,INV-11425,INV-11425,29015.4,29015.4,2023-10-05,2023-10-05,27AAAAA2425A1Z5,27AAAAA2425A1Z5
pkt-1426,EXACT_MATCH,none,none,Supplier Inc 1426,Supplier Inc 1426,INV-11426,INV-11426,49011.18,49011.18,2023-01-16,2023-01-16,27AAAAA2426A1Z5,27AAAAA2426A1Z5
pkt-1427,NO_MATCH,missing_record,high,Supplier Inc 1427,,INV-11427,,26602.97,,2023-08-26,,27AAAAA2427A1Z5,
pkt-1428,EXACT_MATCH,none,none,Supplier Inc 1428,Supplier Inc 1428,INV-11428,INV-11428,24814.72,24814.72,2023-02-18,2023-02-18,27AAAAA2428A1Z5,27AAAAA2428A1Z5
pkt-1429,FUZZY_MATCH,minor_amount_diff,low,Supplier LLC 1429,Supplier LLC 1429,INV-11429,INV-11429,36616.14,36616.64,2023-04-05,2023-04-05,27AAAAA2429A1Z5,27AAAAA2429A1Z5
pkt-1430,EXACT_MATCH,none,none,Supplier Ltd 1430,Supplier Ltd 1430,INV-11430,INV-11430,32417.25,32417.25,2023-02-01,2023-02-01,27AAAAA2430A1Z5,27AAAAA2430A1Z5
pkt-1431,NO_MATCH,missing_record,high,Supplier Inc 1431,,INV-11431,,15311.35,,2023-12-15,,27AAAAA2431A1Z5,
pkt-1432,FUZZY_MATCH,ocr_artifacts,medium,Supplier Ltd 1432,Supplier Ltd 1432,INV-11432,INV-II432,23241.66,23241.67,2023-03-28,2023-03-28,27AAAAA2432A1Z5,27AAAAA2432A1Z5
pkt-1433,EXACT_MATCH,none,none,Supplier Ltd 1433,Supplier Ltd 1433,INV-11433,INV-11433,39513.95,39513.95,2023-06-21,2023-06-21,27AAAAA2433A1Z5,27AAAAA2433A1Z5
pkt-1434,EXACT_MATCH,none,none,Supplier Ltd 1434,Supplier Ltd 1434,INV-11434,INV-11434,31706.77,31706.77,2023-11-03,2023-11-03,27AAAAA2434A1Z5,27AAAAA2434A1Z5
pkt-1435,FUZZY_MATCH,minor_amount_diff,low,Supplier Ltd 1435,Supplier Ltd 1435,INV-11435,INV-11435,16712.02,16712.52,2023-01-10,2023-01-10,27AAAAA2435A1Z5,27AAAAA2435A1Z5
pkt-1436,EXACT_MATCH,none,none,Supplier LLC 1436,Supplier LLC 1436,INV-11436,INV-11436,39405.82,39405.82,2023-02-20,2023-02-20,27AAAAA2436A1Z5,27AAAAA2436A1Z5
pkt-1437,EXACT_MATCH,none,none,Supplier LLC 1437,Supplier LLC 1437,INV-11437,INV-11437,46618.94,46618.94,2023-09-22,2023-09-22,27AAAAA2437A1Z5,27AAAAA2437A1Z5
pkt-1438,NO_MATCH,invalid_gstin_suffix,high,Supplier Inc 1438,Supplier Inc 1438,INV-11438,INV-11438,5637.23,5637.23,2023-06-15,2023-06-15,27AAAAA2438A1Z5,27AAAAA2438A1ZX
pkt-1439,CONTRADICTION,major_amount_diff,high,Supplier Inc 1439,Supplier Inc 1439,INV-11439,INV-11439,18385.01,36770.020,2023-11-18,2023-11-18,27AAAAA2439A1Z5,27AAAAA2439A1Z5
pkt-1440,FUZZY_MATCH,date_shift,medium,Supplier LLC 1440,Supplier LLC 1440,INV-11440,INV-11440,35495.92,35495.92,2023-04-05,2023-04-08,27AAAAA2440A1Z5,27AAAAA2440A1Z5
pkt-1441,EXACT_MATCH,none,none,Supplier Corp 1441,Supplier Corp 1441,INV-11441,INV-11441,5766.53,5766.53,2023-08-24,2023-08-24,27AAAAA2441A1Z5,27AAAAA2441A1Z5
pkt-1442,CONTRADICTION,major_amount_diff,high,Supplier LLC 1442,Supplier LLC 1442,INV-11442,INV-11442,38068.21,76136.420,2023-06-12,2023-06-12,27AAAAA2442A1Z5,27AAAAA2442A1Z5
pkt-1443,NO_MATCH,invalid_gstin_suffix,high,Supplier Inc 1443,Supplier Inc 1443,INV-11443,INV-11443,34043.31,34043.31,2023-05-02,2023-05-02,27AAAAA2443A1Z5,27AAAAA2443A1ZX
pkt-1444,NO_MATCH,missing_record,high,Supplier Inc 1444,,INV-11444,,17326.81,,2023-08-17,,27AAAAA2444A1Z5,
pkt-1445,NO_MATCH,missing_record,high,Supplier LLC 1445,,INV-11445,,35520.28,,2023-11-27,,27AAAAA2445A1Z5,
pkt-1446,FUZZY_MATCH,date_shift,medium,Supplier Inc 1446,Supplier Inc 1446,INV-11446,INV-11446,31085.47,31085.47,2023-11-23,2023-11-25,27AAAAA2446A1Z5,27AAAAA2446A1Z5
pkt-1447,FUZZY_MATCH,string_distance,low,Supplier LLC 1447,Suplier LLC 1447,INV-11447,INV11447,4456.71,4456.71,2023-07-06,2023-07-06,27AAAAA2447A1Z5,27AAAAA2447A1Z5
pkt-1448,NO_MATCH,missing_record,high,Supplier Corp 1448,,INV-11448,,5557.31,,2023-05-04,,27AAAAA2448A1Z5,
