pr_gstin,gstr2b_gstin,pr_supplier_name,gstr2b_supplier_name,pr_invoice_no,gstr2b_invoice_no,pr_date,gstr2b_date,pr_taxable,gstr2b_taxable,pr_igst,gstr2b_igst,pr_node_degree,gst_node_degree,component_size,label
07ABCDE4717F1Z5,07ABCDE4717F1Z5,Fuzzy Supplier 268,Fuzzy Supplier 268 Pvt Ltd,INV-00268,INV00268,2026-01-28,2026-01-27,15944,15944,2869.92,2868.92,1,1,2,FUZZY_MATCH
07ABCDE6202F1Z5,07ABCDE6202F1Z5,Fuzzy Supplier 269,Fuzzy Supplier 269 Pvt Ltd,INV-00269,inv-00269,2026-02-02,2026-02-03,14693,14693,2644.74,2645.74,1,1,2,FUZZY_MATCH
07ABCDE1329F1Z5,07ABCDE1329F1Z5,Fuzzy Supplier 270,Fuzzy Supplier 270 Pvt Ltd,INV-00270,INV00270,2026-10-05,2026-10-06,16084,16084,2895.12,2895.12,1,1,2,FUZZY_MATCH
07ABCDE1416F1Z5,07ABCDE1416F1Z5,Fuzzy Supplier 271,Fuzzy Supplier 271 Pvt Ltd,INV-00271,INV00271,2026-06-14,2026-06-15,96311,96311,17335.98,17334.98,1,1,2,FUZZY_MATCH
07ABCDE4976F1Z5,07ABCDE4976F1Z5,Fuzzy Supplier 272,Fuzzy Supplier 272 Pvt Ltd,INV-00272,INV00272,2026-10-28,2026-10-27,5012,5012,902.16,903.16,1,1,2,FUZZY_MATCH
07ABCDE4663F1Z5,07ABCDE4663F1Z5,Fuzzy Supplier 273,Fuzzy Supplier 273 Pvt Ltd,INV-00273,inv-00273,2026-12-07,2026-12-07,29132,29132,5243.76,5242.76,1,1,2,FUZZY_MATCH
07ABCDE6529F1Z5,07ABCDE6529F1Z5,Fuzzy Supplier 274,Fuzzy Supplier 274 Pvt Ltd,INV-00274,INV00274,2026-11-20,2026-11-20,58388,58388,10509.84,10509.84,1,1,2,FUZZY_MATCH
07ABCDE1167F1Z5,07ABCDE1167F1Z5,Fuzzy Supplier 275,Fuzzy Supplier 275 Pvt Ltd,INV-00275,INV00275,2026-04-14,2026-04-13,85716,85716,15428.88,15427.88,1,1,2,FUZZY_MATCH
07ABCDE5766F1Z5,07ABCDE5766F1Z5,Fuzzy Supplier 276,Fuzzy Supplier 276 Pvt Ltd,INV-00276,INV00276,2026-08-10,2026-08-09,57880,57880,10418.40,10418.40,1,1,2,FUZZY_MATCH
07ABCDE6100F1Z5,07ABCDE6100F1Z5,Fuzzy Supplier 277,Fuzzy Supplier 277 Pvt Ltd,INV-00277,inv-00277A,2026-03-13,2026-03-13,74337,74337,13380.66,13381.66,1,1,2,FUZZY_MATCH
07ABCDE4755F1Z5,07ABCDE4755F1Z5,Fuzzy Supplier 278,Fuzzy Supplier 278 Pvt Ltd,INV-00278,INV00278,2026-03-18,2026-03-19,24951,24951,4491.18,4490.18,1,1,2,FUZZY_MATCH
07ABCDE5639F1Z5,07ABCDE5639F1Z5,Fuzzy Supplier 279,Fuzzy Supplier 279 Pvt Ltd,INV-00279,INV00279,2026-04-26,2026-04-26,24500,24500,4410.00,4411.00,1,1,2,FUZZY_MATCH
07ABCDE9153F1Z5,07ABCDE9153F1Z5,Fuzzy Supplier 280,Fuzzy Supplier 280 Pvt Ltd,INV-00280,inv-00280,2026-06-02,2026-06-01,1614,1614,290.52,290.52,1,1,2,FUZZY_MATCH
07ABCDE2237F1Z5,07ABCDE2237F1Z5,Fuzzy Supplier 281,Fuzzy Supplier 281 Pvt Ltd,INV-00281,INV00281,2026-11-19,2026-11-19,75243,75243,13543.74,13543.74,1,1,2,FUZZY_MATCH
07ABCDE3490F1Z5,07ABCDE3490F1Z5,Fuzzy Supplier 282,Fuzzy Supplier 282 Pvt Ltd,INV-00282,INV00282A,2026-06-01,2026-06-02,52663,52663,9479.34,9480.34,1,1,2,FUZZY_MATCH
07ABCDE1824F1Z5,07ABCDE1824F1Z5,Fuzzy Supplier 283,Fuzzy Supplier 283 Pvt Ltd,INV-00283,INV00283,2026-07-23,2026-07-24,13106,13106,2359.08,2358.08,1,1,2,FUZZY_MATCH
07ABCDE7297F1Z5,07ABCDE7297F1Z5,Fuzzy Supplier 284,Fuzzy Supplier 284 Pvt Ltd,INV-00284,inv-00284,2026-08-11,2026-08-11,9047,9047,1628.46,1628.46,1,1,2,FUZZY_MATCH
07ABCDE3489F1Z5,07ABCDE3489F1Z5,Fuzzy Supplier 285,Fuzzy Supplier 285 Pvt Ltd,INV-00285,INV00285A,2026-08-24,2026-08-25,35706,35706,6427.08,6426.08,1,1,2,FUZZY_MATCH
07ABCDE6719F1Z5,07ABCDE6719F1Z5,Fuzzy Supplier 286,Fuzzy Supplier 286 Pvt Ltd,INV-00286,inv-00286,2026-05-23,2026-05-23,33738,33738,6072.84,6073.84,1,1,2,FUZZY_MATCH
07ABCDE8774F1Z5,07ABCDE8774F1Z5,Fuzzy Supplier 287,Fuzzy Supplier 287 Pvt Ltd,INV-00287,INV00287,2026-10-16,2026-10-15,66003,66003,11880.54,11880.54,1,1,2,FUZZY_MATCH
07ABCDE3916F1Z5,07ABCDE3916F1Z5,Fuzzy Supplier 288,Fuzzy Supplier 288 Pvt Ltd,INV-00288,INV00288,2026-11-09,2026-11-10,19202,19202,3456.36,3456.36,1,1,2,FUZZY_MATCH
07ABCDE3421F1Z5,07ABCDE3421F1Z5,Fuzzy Supplier 289,Fuzzy Supplier 289 Pvt Ltd,INV-00289,INV00289,2026-11-11,2026-11-10,16649,16649,2996.82,2995.82,1,1,2,FUZZY_MATCH
07ABCDE8747F1Z5,07ABCDE8747F1Z5,Fuzzy Supplier 290,Fuzzy Supplier 290 Pvt Ltd,INV-00290,INV00290A,2026-01-19,2026-01-19,26284,26284,4731.12,4730.12,1,1,2,FUZZY_MATCH
07ABCDE5750F1Z5,07ABCDE5750F1Z5,Fuzzy Supplier 291,Fuzzy Supplier 291 Pvt Ltd,INV-00291,INV00291,2026-01-22,2026-01-23,26267,26267,4728.06,4727.06,1,1,2,FUZZY_MATCH
07ABCDE7636F1Z5,07ABCDE7636F1Z5,Fuzzy Supplier 292,Fuzzy Supplier 292 Pvt Ltd,INV-00292,inv-00292,2026-12-11,2026-12-12,28162,28162,5069.16,5070.16,1,1,2,FUZZY_MATCH
07ABCDE7383F1Z5,07ABCDE7383F1Z5,Fuzzy Supplier 293,Fuzzy Supplier 293 Pvt Ltd,INV-00293,inv-00293,2026-11-30,2026-11-30,58481,58481,10526.58,10527.58,1,1,2,FUZZY_MATCH
07ABCDE2859F1Z5,07ABCDE2859F1Z5,Fuzzy Supplier 294,Fuzzy Supplier 294 Pvt Ltd,INV-00294,INV00294,2026-09-16,2026-09-16,82553,82553,14859.54,14860.54,1,1,2,FUZZY_MATCH
07ABCDE9370F1Z5,07ABCDE9370F1Z5,Fuzzy Supplier 295,Fuzzy Supplier 295 Pvt Ltd,INV-00295,INV00295,2026-08-10,2026-08-09,88114,88114,15860.52,15859.52,1,1,2,FUZZY_MATCH
07ABCDE4533F1Z5,07ABCDE4533F1Z5,Fuzzy Supplier 296,Fuzzy Supplier 296 Pvt Ltd,INV-00296,INV00296A,2026-09-19,2026-09-18,22533,22533,4055.94,4054.94,1,1,2,FUZZY_MATCH
07ABCDE3441F1Z5,07ABCDE3441F1Z5,Fuzzy Supplier 297,Fuzzy Supplier 297 Pvt Ltd,INV-00297,INV00297,2026-06-03,2026-06-03,80698,80698,14525.64,14526.64,1,1,2,FUZZY_MATCH
07ABCDE4024F1Z5,07ABCDE4024F1Z5,Fuzzy Supplier 298,Fuzzy Supplier 298 Pvt Ltd,INV-00298,INV00298,2026-04-01,2026-04-02,31063,31063,5591.34,5591.34,1,1,2,FUZZY_MATCH
07ABCDE2996F1Z5,07ABCDE2996F1Z5,Fuzzy Supplier 299,Fuzzy Supplier 299 Pvt Ltd,INV-00299,inv-00299A,2026-08-18,2026-08-18,13068,13068,2352.24,2351.24,1,1,2,FUZZY_MATCH
07ABCDE2854F1Z5,07ABCDE2854F1Z5,Fuzzy Supplier 300,Fuzzy Supplier 300 Pvt Ltd,INV-00300,INV00300,2026-09-21,2026-09-21,28294,28294,5092.92,5093.92,1,1,2,FUZZY_MATCH
07ABCDE8700F1Z5,07ABCDE8700F1Z5,Fuzzy Supplier 301,Fuzzy Supplier 301 Pvt Ltd,INV-00301,inv-00301,2026-02-20,2026-02-21,56762,56762,10217.16,10216.16,1,1,2,FUZZY_MATCH
07ABCDE8922F1Z5,07ABCDE8922F1Z5,Fuzzy Supplier 302,Fuzzy Supplier 302 Pvt Ltd,INV-00302,inv-00302A,2026-07-21,2026-07-21,70173,70173,12631.14,12630.14,1,1,2,FUZZY_MATCH
07ABCDE9578F1Z5,07ABCDE9578F1Z5,Fuzzy Supplier 303,Fuzzy Supplier 303 Pvt Ltd,INV-00303,INV00303,2026-01-18,2026-01-18,63087,63087,11355.66,11355.66,1,1,2,FUZZY_MATCH
07ABCDE2762F1Z5,07ABCDE2762F1Z5,Fuzzy Supplier 304,Fuzzy Supplier 304 Pvt Ltd,INV-00304,INV00304,2026-02-13,2026-02-14,87703,87703,15786.54,15787.54,1,1,2,FUZZY_MATCH
07ABCDE8082F1Z5,07ABCDE8082F1Z5,Fuzzy Supplier 305,Fuzzy Supplier 305 Pvt Ltd,INV-00305,inv-00305,2026-07-04,2026-07-03,73113,73113,13160.34,13159.34,1,1,2,FUZZY_MATCH
07ABCDE8085F1Z5,07ABCDE8085F1Z5,Fuzzy Supplier 306,Fuzzy Supplier 306 Pvt Ltd,INV-00306,inv-00306,2026-11-17,2026-11-17,16707,16707,3007.26,3006.26,1,1,2,FUZZY_MATCH
07ABCDE5704F1Z5,07ABCDE5704F1Z5,Fuzzy Supplier 307,Fuzzy Supplier 307 Pvt Ltd,INV-00307,INV00307,2026-06-20,2026-06-19,42194,42194,7594.92,7594.92,1,1,2,FUZZY_MATCH
07ABCDE4320F1Z5,07ABCDE4320F1Z5,Fuzzy Supplier 308,Fuzzy Supplier 308 Pvt Ltd,INV-00308,inv-00308,2026-02-08,2026-02-08,34606,34606,6229.08,6228.08,1,1,2,FUZZY_MATCH
07ABCDE3628F1Z5,07ABCDE3628F1Z5,Fuzzy Supplier 309,Fuzzy Supplier 309 Pvt Ltd,INV-00309,inv-00309,2026-08-04,2026-08-04,11209,11209,2017.62,2018.62,1,1,2,FUZZY_MATCH
07ABCDE4901F1Z5,07ABCDE4901F1Z5,Fuzzy Supplier 310,Fuzzy Supplier 310 Pvt Ltd,INV-00310,INV00310,2026-09-28,2026-09-27,91630,91630,16493.40,16492.40,1,1,2,FUZZY_MATCH
07ABCDE7964F1Z5,07ABCDE7964F1Z5,Fuzzy Supplier 311,Fuzzy Supplier 311 Pvt Ltd,INV-00311,INV00311,2026-01-23,2026-01-23,60271,60271,10848.78,10849.78,1,1,2,FUZZY_MATCH
07ABCDE3336F1Z5,07ABCDE3336F1Z5,Fuzzy Supplier 312,Fuzzy Supplier 312 Pvt Ltd,INV-00312,INV00312A,2026-04-15,2026-04-14,28476,28476,5125.68,5125.68,1,1,2,FUZZY_MATCH
07ABCDE3201F1Z5,07ABCDE3201F1Z5,Fuzzy Supplier 313,Fuzzy Supplier 313 Pvt Ltd,INV-00313,inv-00313A,2026-04-17,2026-04-18,89368,89368,16086.24,16086.24,1,1,2,FUZZY_MATCH
07ABCDE3346F1Z5,07ABCDE3346F1Z5,Fuzzy Supplier 314,Fuzzy Supplier 314 Pvt Ltd,INV-00314,INV00314,2026-08-04,2026-08-03,88243,88243,15883.74,15883.74,1,1,2,FUZZY_MATCH
07ABCDE7226F1Z5,07ABCDE7226F1Z5,Fuzzy Supplier 315,Fuzzy Supplier 315 Pvt Ltd,INV-00315,inv-00315,2026-01-26,2026-01-26,51764,51764,9317.52,9317.52,1,1,2,FUZZY_MATCH
07ABCDE7622F1Z5,07ABCDE7622F1Z5,Fuzzy Supplier 316,Fuzzy Supplier 316 Pvt Ltd,INV-00316,INV00316,2026-09-15,2026-09-15,41815,41815,7526.70,7526.70,1,1,2,FUZZY_MATCH
07ABCDE2917F1Z5,07ABCDE2917F1Z5,Fuzzy Supplier 317,Fuzzy Supplier 317 Pvt Ltd,INV-00317,INV00317,2026-04-26,2026-04-25,28236,28236,5082.48,5083.48,1,1,2,FUZZY_MATCH
07ABCDE2619F1Z5,07ABCDE2619F1Z5,Fuzzy Supplier 318,Fuzzy Supplier 318 Pvt Ltd,INV-00318,inv-00318,2026-06-22,2026-06-23,79432,79432,14297.76,14297.76,1,1,2,FUZZY_MATCH
07ABCDE6408F1Z5,07ABCDE6408F1Z5,Fuzzy Supplier 319,Fuzzy Supplier 319 Pvt Ltd,INV-00319,inv-00319,2026-10-01,2026-09-30,80249,80249,14444.82,14444.82,1,1,2,FUZZY_MATCH
07ABCDE8575F1Z5,07ABCDE8575F1Z5,Fuzzy Supplier 320,Fuzzy Supplier 320 Pvt Ltd,INV-00320,INV00320A,2026-04-19,2026-04-20,22428,22428,4037.04,4037.04,1,1,2,FUZZY_MATCH
07ABCDE5169F1Z5,07ABCDE5169F1Z5,Fuzzy Supplier 321,Fuzzy Supplier 321 Pvt Ltd,INV-00321,inv-00321,2026-04-23,2026-04-23,35907,35907,6463.26,6462.26,1,1,2,FUZZY_MATCH
07ABCDE5322F1Z5,07ABCDE5322F1Z5,Fuzzy Supplier 322,Fuzzy Supplier 322 Pvt Ltd,INV-00322,INV00322,2026-08-19,2026-08-19,64108,64108,11539.44,11540.44,1,1,2,FUZZY_MATCH
07ABCDE9705F1Z5,07ABCDE9705F1Z5,Fuzzy Supplier 323,Fuzzy Supplier 323 Pvt Ltd,INV-00323,inv-00323A,2026-11-30,2026-12-01,85126,85126,15322.68,15321.68,1,1,2,FUZZY_MATCH
07ABCDE1827F1Z5,07ABCDE1827F1Z5,Fuzzy Supplier 324,Fuzzy Supplier 324 Pvt Ltd,INV-00324,INV00324,2026-02-23,2026-02-23,25984,25984,4677.12,4676.12,1,1,2,FUZZY_MATCH
07ABCDE4546F1Z5,07ABCDE4546F1Z5,Fuzzy Supplier 325,Fuzzy Supplier 325 Pvt Ltd,INV-00325,inv-00325,2026-10-02,2026-10-02,88649,88649,15956.82,15957.82,1,1,2,FUZZY_MATCH
07ABCDE2035F1Z5,07ABCDE2035F1Z5,Fuzzy Supplier 326,Fuzzy Supplier 326 Pvt Ltd,INV-00326,INV00326,2026-03-04,2026-03-03,67857,67857,12214.26,12214.26,1,1,2,FUZZY_MATCH
07ABCDE2623F1Z5,07ABCDE2623F1Z5,Fuzzy Supplier 327,Fuzzy Supplier 327 Pvt Ltd,INV-00327,inv-00327,2026-06-12,2026-06-11,11033,11033,1985.94,1984.94,1,1,2,FUZZY_MATCH
07ABCDE6524F1Z5,07ABCDE6524F1Z5,Fuzzy Supplier 328,Fuzzy Supplier 328 Pvt Ltd,INV-00328,inv-00328,2026-08-20,2026-08-20,58509,58509,10531.62,10531.62,1,1,2,FUZZY_MATCH
07ABCDE9353F1Z5,07ABCDE9353F1Z5,Fuzzy Supplier 329,Fuzzy Supplier 329 Pvt Ltd,INV-00329,inv-00329,2026-11-15,2026-11-16,93450,93450,16821.00,16822.00,1,1,2,FUZZY_MATCH
07ABCDE7590F1Z5,07ABCDE7590F1Z5,Fuzzy Supplier 330,Fuzzy Supplier 330 Pvt Ltd,INV-00330,INV00330,2026-09-30,2026-09-30,56329,56329,10139.22,10138.22,1,1,2,FUZZY_MATCH
07ABCDE7839F1Z5,07ABCDE7839F1Z5,Fuzzy Supplier 331,Fuzzy Supplier 331 Pvt Ltd,INV-00331,INV00331,2026-01-21,2026-01-21,15105,15105,2718.90,2717.90,1,1,2,FUZZY_MATCH
07ABCDE1641F1Z5,07ABCDE1641F1Z5,Fuzzy Supplier 332,Fuzzy Supplier 332 Pvt Ltd,INV-00332,INV00332,2026-03-26,2026-03-25,85038,85038,15306.84,15305.84,1,1,2,FUZZY_MATCH
07ABCDE1760F1Z5,07ABCDE1760F1Z5,Fuzzy Supplier 333,Fuzzy Supplier 333 Pvt Ltd,INV-00333,inv-00333,2026-07-19,2026-07-19,94887,94887,17079.66,17079.66,1,1,2,FUZZY_MATCH
07ABCDE8239F1Z5,07ABCDE8239F1Z5,Fuzzy Supplier 334,Fuzzy Supplier 334 Pvt Ltd,INV-00334,inv-00334,2026-01-06,2026-01-07,54532,54532,9815.76,9814.76,1,1,2,FUZZY_MATCH
07ABCDE4201F1Z5,07ABCDE4201F1Z5,Fuzzy Supplier 335,Fuzzy Supplier 335 Pvt Ltd,INV-00335,INV00335,2026-07-08,2026-07-08,43198,43198,7775.64,7775.64,1,1,2,FUZZY_MATCH
07ABCDE3739F1Z5,07ABCDE3739F1Z5,Fuzzy Supplier 336,Fuzzy Supplier 336 Pvt Ltd,INV-00336,inv-00336,2026-06-22,2026-06-23,87529,87529,15755.22,15754.22,1,1,2,FUZZY_MATCH
07ABCDE3989F1Z5,07ABCDE3989F1Z5,Fuzzy Supplier 337,Fuzzy Supplier 337 Pvt Ltd,INV-00337,inv-00337,2026-06-16,2026-06-17,83597,83597,15047.46,15046.46,1,1,2,FUZZY_MATCH
07ABCDE7915F1Z5,07ABCDE7915F1Z5,Fuzzy Supplier 338,Fuzzy Supplier 338 Pvt Ltd,INV-00338,inv-00338,2026-10-08,2026-10-08,31686,31686,5703.48,5704.48,1,1,2,FUZZY_MATCH
07ABCDE4902F1Z5,07ABCDE4902F1Z5,Fuzzy Supplier 339,Fuzzy Supplier 339 Pvt Ltd,INV-00339,INV00339A,2026-10-09,2026-10-10,42987,42987,7737.66,7736.66,1,1,2,FUZZY_MATCH
07ABCDE8757F1Z5,07ABCDE8757F1Z5,Fuzzy Supplier 340,Fuzzy Supplier 340 Pvt Ltd,INV-00340,inv-00340,2026-12-21,2026-12-22,60629,60629,10913.22,10913.22,1,1,2,FUZZY_MATCH
07ABCDE7718F1Z5,07ABCDE7718F1Z5,Fuzzy Supplier 341,Fuzzy Supplier 341 Pvt Ltd,INV-00341,INV00341,2026-07-27,2026-07-27,48772,48772,8778.96,8779.96,1,1,2,FUZZY_MATCH
07ABCDE4853F1Z5,07ABCDE4853F1Z5,Fuzzy Supplier 342,Fuzzy Supplier 342 Pvt Ltd,INV-00342,inv-00342,2026-07-26,2026-07-26,15579,15579,2804.22,2804.22,1,1,2,FUZZY_MATCH
07ABCDE3801F1Z5,07ABCDE3801F1Z5,Fuzzy Supplier 343,Fuzzy Supplier 343 Pvt Ltd,INV-00343,INV00343,2026-10-17,2026-10-17,15054,15054,2709.72,2709.72,1,1,2,FUZZY_MATCH
07ABCDE7315F1Z5,07ABCDE7315F1Z5,Fuzzy Supplier 344,Fuzzy Supplier 344 Pvt Ltd,INV-00344,INV00344,2026-08-22,2026-08-23,45253,45253,8145.54,8144.54,1,1,2,FUZZY_MATCH
07ABCDE2706F1Z5,07ABCDE2706F1Z5,Fuzzy Supplier 345,Fuzzy Supplier 345 Pvt Ltd,INV-00345,inv-00345,2026-12-07,2026-12-08,27695,27695,4985.10,4985.10,1,1,2,FUZZY_MATCH
07ABCDE1130F1Z5,07ABCDE1130F1Z5,Fuzzy Supplier 346,Fuzzy Supplier 346 Pvt Ltd,INV-00346,INV00346,2026-06-15,2026-06-14,75305,75305,13554.90,13554.90,1,1,2,FUZZY_MATCH
07ABCDE6562F1Z5,07ABCDE6562F1Z5,Fuzzy Supplier 347,Fuzzy Supplier 347 Pvt Ltd,INV-00347,inv-00347A,2026-11-09,2026-11-09,89862,89862,16175.16,16174.16,1,1,2,FUZZY_MATCH
07ABCDE3070F1Z5,07ABCDE3070F1Z5,Fuzzy Supplier 348,Fuzzy Supplier 348 Pvt Ltd,INV-00348,inv-00348A,2026-02-06,2026-02-06,4197,4197,755.46,756.46,1,1,2,FUZZY_MATCH
07ABCDE8565F1Z5,07ABCDE8565F1Z5,Fuzzy Supplier 349,Fuzzy Supplier 349 Pvt Ltd,INV-00349,inv-00349,2026-02-20,2026-02-20,15990,15990,2878.20,2878.20,1,1,2,FUZZY_MATCH
07ABCDE5139F1Z5,07ABCDE5139F1Z5,Fuzzy Supplier 350,Fuzzy Supplier 350 Pvt Ltd,INV-00350,INV00350A,2026-03-22,2026-03-22,75842,75842,13651.56,13651.56,1,1,2,FUZZY_MATCH
07ABCDE6168F1Z5,07ABCDE6168F1Z5,Fuzzy Supplier 351,Fuzzy Supplier 351 Pvt Ltd,INV-00351,inv-00351,2026-12-10,2026-12-09,89982,89982,16196.76,16195.76,1,1,2,FUZZY_MATCH
07ABCDE4672F1Z5,07ABCDE4672F1Z5,Fuzzy Supplier 352,Fuzzy Supplier 352 Pvt Ltd,INV-00352,inv-00352,2026-09-11,2026-09-12,13706,13706,2467.08,2467.08,1,1,2,FUZZY_MATCH
07ABCDE6785F1Z5,07ABCDE6785F1Z5,Fuzzy Supplier 353,Fuzzy Supplier 353 Pvt Ltd,INV-00353,inv-00353A,2026-11-10,2026-11-09,30927,30927,5566.86,5566.86,1,1,2,FUZZY_MATCH
07ABCDE6159F1Z5,07ABCDE6159F1Z5,Fuzzy Supplier 354,Fuzzy Supplier 354 Pvt Ltd,INV-00354,INV00354A,2026-02-25,2026-02-24,45972,45972,8274.96,8275.96,1,1,2,FUZZY_MATCH
07ABCDE5724F1Z5,07ABCDE5724F1Z5,Fuzzy Supplier 355,Fuzzy Supplier 355 Pvt Ltd,INV-00355,inv-00355A,2026-11-15,2026-11-15,39420,39420,7095.60,7096.60,1,1,2,FUZZY_MATCH
07ABCDE2073F1Z5,07ABCDE2073F1Z5,Fuzzy Supplier 356,Fuzzy Supplier 356 Pvt Ltd,INV-00356,INV00356,2026-06-23,2026-06-24,79352,79352,14283.36,14284.36,1,1,2,FUZZY_MATCH
07ABCDE9460F1Z5,07ABCDE9460F1Z5,Fuzzy Supplier 357,Fuzzy Supplier 357 Pvt Ltd,INV-00357,INV00357,2026-06-14,2026-06-14,35495,35495,6389.10,6390.10,1,1,2,FUZZY_MATCH
07ABCDE9104F1Z5,07ABCDE9104F1Z5,Fuzzy Supplier 358,Fuzzy Supplier 358 Pvt Ltd,INV-00358,inv-00358,2026-01-02,2026-01-01,99893,99893,17980.74,17980.74,1,1,2,FUZZY_MATCH
07ABCDE7687F1Z5,07ABCDE7687F1Z5,Fuzzy Supplier 359,Fuzzy Supplier 359 Pvt Ltd,INV-00359,INV00359A,2026-03-09,2026-03-10,91403,91403,16452.54,16451.54,1,1,2,FUZZY_MATCH
07ABCDE8728F1Z5,07ABCDE8728F1Z5,Fuzzy Supplier 360,Fuzzy Supplier 360 Pvt Ltd,INV-00360,INV00360,2026-01-10,2026-01-11,34572,34572,6222.96,6223.96,1,1,2,FUZZY_MATCH
07ABCDE9075F1Z5,07ABCDE9075F1Z5,Fuzzy Supplier 361,Fuzzy Supplier 361 Pvt Ltd,INV-00361,inv-00361,2026-06-28,2026-06-27,42458,42458,7642.44,7642.44,1,1,2,FUZZY_MATCH
07ABCDE2908F1Z5,07ABCDE2908F1Z5,Fuzzy Supplier 362,Fuzzy Supplier 362 Pvt Ltd,INV-00362,INV00362,2026-06-29,2026-06-28,1403,1403,252.54,252.54,1,1,2,FUZZY_MATCH
07ABCDE1767F1Z5,07ABCDE1767F1Z5,Fuzzy Supplier 363,Fuzzy Supplier 363 Pvt Ltd,INV-00363,inv-00363,2026-06-21,2026-06-20,63520,63520,11433.60,11433.60,1,1,2,FUZZY_MATCH
07ABCDE5247F1Z5,07ABCDE5247F1Z5,Fuzzy Supplier 364,Fuzzy Supplier 364 Pvt Ltd,INV-00364,INV00364,2026-12-01,2026-12-02,88175,88175,15871.50,15871.50,1,1,2,FUZZY_MATCH
07ABCDE3801F1Z5,07ABCDE3801F1Z5,Fuzzy Supplier 365,Fuzzy Supplier 365 Pvt Ltd,INV-00365,INV00365,2026-04-19,2026-04-18,19044,19044,3427.92,3426.92,1,1,2,FUZZY_MATCH
07ABCDE3075F1Z5,07ABCDE3075F1Z5,Fuzzy Supplier 366,Fuzzy Supplier 366 Pvt Ltd,INV-00366,inv-00366,2026-05-27,2026-05-27,74858,74858,13474.44,13475.44,1,1,2,FUZZY_MATCH
07ABCDE2068F1Z5,07ABCDE2068F1Z5,Fuzzy Supplier 367,Fuzzy Supplier 367 Pvt Ltd,INV-00367,INV00367,2026-09-08,2026-09-08,41412,41412,7454.16,7454.16,1,1,2,FUZZY_MATCH
07ABCDE8941F1Z5,07ABCDE8941F1Z5,Fuzzy Supplier 368,Fuzzy Supplier 368 Pvt Ltd,INV-00368,inv-00368A,2026-10-07,2026-10-07,40896,40896,7361.28,7362.28,1,1,2,FUZZY_MATCH
07ABCDE1604F1Z5,07ABCDE1604F1Z5,Fuzzy Supplier 369,Fuzzy Supplier 369 Pvt Ltd,INV-00369,INV00369,2026-06-27,2026-06-28,76581,76581,13784.58,13784.58,1,1,2,FUZZY_MATCH
07ABCDE6188F1Z5,07ABCDE6188F1Z5,Fuzzy Supplier 370,Fuzzy Supplier 370 Pvt Ltd,INV-00370,INV00370A,2026-02-11,2026-02-10,76777,76777,13819.86,13819.86,1,1,2,FUZZY_MATCH
07ABCDE9410F1Z5,07ABCDE9410F1Z5,Fuzzy Supplier 371,Fuzzy Supplier 371 Pvt Ltd,INV-00371,INV00371A,2026-02-21,2026-02-22,53440,53440,9619.20,9619.20,1,1,2,FUZZY_MATCH
07ABCDE8626F1Z5,07ABCDE8626F1Z5,Fuzzy Supplier 372,Fuzzy Supplier 372 Pvt Ltd,INV-00372,INV00372,2026-12-03,2026-12-04,80106,80106,14419.08,14418.08,1,1,2,FUZZY_MATCH
07ABCDE3973F1Z5,07ABCDE3973F1Z5,Fuzzy Supplier 373,Fuzzy Supplier 373 Pvt Ltd,INV-00373,INV00373,2026-10-24,2026-10-23,60581,60581,10904.58,10904.58,1,1,2,FUZZY_MATCH
07ABCDE7770F1Z5,07ABCDE7770F1Z5,Fuzzy Supplier 374,Fuzzy Supplier 374 Pvt Ltd,INV-00374,inv-00374A,2026-09-29,2026-09-29,18289,18289,3292.02,3291.02,1,1,2,FUZZY_MATCH
07ABCDE7180F1Z5,07ABCDE7180F1Z5,Fuzzy Supplier 375,Fuzzy Supplier 375 Pvt Ltd,INV-00375,inv-00375,2026-05-06,2026-05-06,91373,91373,16447.14,16448.14,1,1,2,FUZZY_MATCH
07ABCDE4089F1Z5,07ABCDE4089F1Z5,Fuzzy Supplier 376,Fuzzy Supplier 376 Pvt Ltd,INV-00376,inv-00376,2026-01-02,2026-01-02,2132,2132,383.76,383.76,1,1,2,FUZZY_MATCH
07ABCDE8432F1Z5,07ABCDE8432F1Z5,Fuzzy Supplier 377,Fuzzy Supplier 377 Pvt Ltd,INV-00377,INV00377,2026-09-12,2026-09-12,20989,20989,3778.02,3777.02,1,1,2,FUZZY_MATCH
07ABCDE2028F1Z5,07ABCDE2028F1Z5,Fuzzy Supplier 378,Fuzzy Supplier 378 Pvt Ltd,INV-00378,inv-00378,2026-08-22,2026-08-22,70535,70535,12696.30,12695.30,1,1,2,FUZZY_MATCH
07ABCDE8762F1Z5,07ABCDE8762F1Z5,Fuzzy Supplier 379,Fuzzy Supplier 379 Pvt Ltd,INV-00379,INV00379,2026-07-17,2026-07-18,85020,85020,15303.60,15304.60,1,1,2,FUZZY_MATCH
07ABCDE9696F1Z5,07ABCDE9696F1Z5,Fuzzy Supplier 380,Fuzzy Supplier 380 Pvt Ltd,INV-00380,inv-00380,2026-11-14,2026-11-14,62226,62226,11200.68,11201.68,1,1,2,FUZZY_MATCH
07ABCDE2875F1Z5,07ABCDE2875F1Z5,Fuzzy Supplier 381,Fuzzy Supplier 381 Pvt Ltd,INV-00381,INV00381,2026-01-31,2026-01-31,8069,8069,1452.42,1453.42,1,1,2,FUZZY_MATCH
