pr_gstin,gstr2b_gstin,pr_supplier_name,gstr2b_supplier_name,pr_invoice_no,gstr2b_invoice_no,pr_date,gstr2b_date,pr_taxable,gstr2b_taxable,pr_igst,gstr2b_igst,pr_cgst,gstr2b_cgst,pr_sgst,gstr2b_sgst,label,provenance
16ABCDE1445F1Z5,16ABCDE1445F1Z5,Toor PLC,Toor PLC,INV-8901/22,INV-8901/22,2026-08-08,2026-08-08,44448.45,44448.45,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_191"", ""mutations"": [""date_mutation""], ""seed"": 12345}"
49ABCDE6482F1Z5,49ABCDE6482F1Z5,Narasimhan-Dara,Narasimhan-Dara,INV-2939/22,INV-2939/22,2026-08-06,2026-08-06,38114.43,38114.43,0.0,6860.6,3430.3,0.0,3430.3,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_642"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
78ABCDE1416F1Z5,78ABCDE1416F1Z5,Prabhakar Ltd,Mani-Singhal,INV-4016/25,INV-8183/22,2026-06-25,2026-06-25,4043.13,46111.25,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_1179"", ""mutations"": [""contradiction""], ""seed"": 12345}"
78ABCDE3904F1Z5,78ABCDE3904F1Z5,Konda LLC,Konda LLC,INV-3136/23,INV-3136/23,2026-04-14,2026-04-14,48431.53,48431.53,0.0,8717.68,4358.84,0.0,4358.84,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_767"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
82ABCDE1908F1Z5,82ABCDE1908F1Z5,Badal-Chana,Badal-Chana,INV-6713/25,INV-6713/25,2026-07-19,2026-07-19,72297.25,103754.29,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_941"", ""mutations"": [""large_amount_diff""], ""seed"": 12345}"
79ABCDE1727F1Z5,79ABCDE1727F1Z5,Nadig-Varma,Batta-Mand,INV-7483/26,INV-5859/26,2026-07-29,2026-07-29,72922.95,88720.26,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_1365"", ""mutations"": [""contradiction""], ""seed"": 12345}"
15ABCDE5491F1Z5,15ABCDE5491F1Z5,Pau-Puri,Pau-Puri,INV-5357/21,INV/5357/21,2026-03-05,2026-05-03,2610.62,2610.62,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3396"", ""mutations"": [""format_mutation"", ""date_mutation""], ""seed"": 12345}"
96ABCDE6990F1Z5,96ABCDE6990F1Z5,Oommen Ltd,Oommen Limited,INV-3359/21,INV-3359-Z1,2026-07-10,2026-10-07,86594.85,86594.85,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_1005"", ""mutations"": [""ocr_mutation"", ""format_mutation"", ""date_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
41ABCDE6516F1Z5,41ABCDE6516F1Z5,"Basu, Tara and Badal","Basu, Tara and Badal",INV-9642/23,IV-9642/23,2026-01-13,2026-01-13,90763.7,90763.7,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_2818"", ""mutations"": [""ocr_mutation""], ""seed"": 12345}"
70ABCDE4931F1Z5,70ABCDE4931F1Z5,"Virk, Kalita and Jani",Acharya Inc,INV-5085/21,INV-1278/22,2025-12-24,2025-12-24,89916.24,52847.69,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_542"", ""mutations"": [""contradiction""], ""seed"": 12345}"
24ABCDE8381F1Z5,24ABCDE8381F1Z5,Dasgupta-Bhandari,Dasgupta-Bhandari,INV-2975/23,INV-2975/23,2025-10-19,2025-10-19,18269.35,18269.35,0.0,3288.48,1644.24,0.0,1644.24,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_624"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
30ABCDE7524F1Z5,30ABCDE7524F1Z5,Dey and Sons,Dey and Sons,INV-5772/21,INV-5772/21,2026-01-12,2026-01-12,92510.88,92510.88,0.0,0.0,0.0,0.0,0.0,0.0,EXACT_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_1849"", ""mutations"": [], ""seed"": 12345}"
17ABCDE4827F1Z5,17ABCDE4827F1Z5,"Murthy, Mall and Gole","Murthy, Mall and Gole",INV-3890/20,INV-3890/20,2025-10-11,2025-10-11,25125.17,25125.17,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_1293"", ""mutations"": [""sequential_invoice""], ""seed"": 12345}"
69ABCDE5027F1Z5,69ABCDE5027F1Z5,Rastogi-Tiwari,Rastogi-Tiwari,INV-3268/24,INV-3268/24,2026-08-01,2026-08-01,59164.26,59164.26,0.0,10649.57,5324.78,0.0,5324.78,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_366"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
64ABCDE4797F1Z5,64ABCDE4797F1Z5,"Chowdhury, Mannan and Deol","Chowdhury, Mannan and Deol",INV-3159/21,INV315921,2025-11-07,2025-11-07,22484.79,22484.79,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3630"", ""mutations"": [""format_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
78ABCDE3307F1Z5,99ABCDE8073F1Z5,Chandra Group,Chandra Group,INV-2964/25,INV-2964/25,2025-09-04,2025-09-04,97368.86,97368.86,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_73"", ""mutations"": [""different_gstin""], ""seed"": 12345}"
66ABCDE9688F1Z5,66ABCDE9688F1Z5,Malhotra-Varkey,Malhotra-Varkey,INV-9090/22,INV909022,2025-11-28,2025-11-28,17306.26,17306.26,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_244"", ""mutations"": [""format_mutation""], ""seed"": 12345}"
91ABCDE1491F1Z5,91ABCDE1491F1Z5,Chakraborty Ltd,Chakraborty Ltd,INV-3292/26,INV-3292/26,2026-01-14,2026-01-14,31578.92,31578.92,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2310"", ""mutations"": [""sequential_invoice""], ""seed"": 12345}"
74ABCDE3805F1Z5,74ABCDE3805F1Z5,Vyas-Gour,Vyas-Gour,INV-8313/21,INV-8313-21,2026-05-20,2026-05-19,65185.43,65185.43,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3595"", ""mutations"": [""format_mutation"", ""date_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
49ABCDE1612F1Z5,49ABCDE1612F1Z5,Ahuja-Konda,Ahuja-Konda,INV-8015/22,INV-8015/22,2025-10-30,2025-10-30,68903.69,93181.51,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_461"", ""mutations"": [""large_amount_diff""], ""seed"": 12345}"
93ABCDE7170F1Z5,93ABCDE7170F1Z5,"Sarma, Lal and Mall",Jhaveri-Purohit,INV-5292/26,INV-6719/23,2026-03-27,2026-03-27,66958.94,40901.01,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_845"", ""mutations"": [""contradiction""], ""seed"": 12345}"
19ABCDE3165F1Z5,19ABCDE3165F1Z5,"Kapur, Shan and Mammen","Kapur, Shan and Mammen",INV-6026/21,INV-6026/21,2025-11-13,2025-11-13,70174.48,70174.48,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_913"", ""mutations"": [""sequential_invoice""], ""seed"": 12345}"
39ABCDE6673F1Z5,39ABCDE6673F1Z5,Ghosh PLC,Ghosh PLC,INV-9416/25,INV-9416/25,2025-12-30,2025-12-30,26915.13,26915.13,0.0,4844.72,2422.36,0.0,2422.36,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2303"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
82ABCDE7807F1Z5,82ABCDE7807F1Z5,"Pal, Jhaveri and Thakkar",Chad Group,INV-9834/20,INV-7115/20,2026-04-30,2026-04-30,38917.95,94898.18,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_1241"", ""mutations"": [""contradiction""], ""seed"": 12345}"
30ABCDE3027F1Z5,30ABCDE3027F1Z5,Dubey-Minhas,Dubey-Minhas,INV-2411/24,INV-2411/24,2026-04-22,2026-04-22,18116.86,18116.86,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2219"", ""mutations"": [""sequential_invoice""], ""seed"": 12345}"
24ABCDE8157F1Z5,24ABCDE8157F1Z5,"Arora, Kanda and Master","Arora, Kanda and Master",INV-6253/23,INV-6253/23,2025-12-04,2025-12-04,31041.26,31041.26,0.0,5587.43,2793.71,0.0,2793.71,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_4"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
34ABCDE3696F1Z5,34ABCDE3696F1Z5,Chatterjee-Chauhan,Chatterjee-Chauhan,INV-6734/22,INV-6734/22,2026-01-18,2026-01-15,15211.9,15211.9,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_2391"", ""mutations"": [""date_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
99ABCDE9950F1Z5,,"Johal, Sabharwal and Mody",,INV-4468/21,,2025-12-04,,23073.36,,0.0,,0.0,,0.0,,MISSING_IN_2B,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_1341"", ""mutations"": [""missing""], ""seed"": 12345}"
14ABCDE6779F1Z5,14ABCDE6779F1Z5,Swaminathan and Sons,Swaminathan and Sons,INV-5971/21,INV-51-21,2025-09-10,2025-09-10,48827.82,48825.03,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_1087"", ""mutations"": [""ocr_mutation"", ""format_mutation"", ""tax_mutation""], ""seed"": 12345}"
47ABCDE2424F1Z5,,"Raju, Solanki and Bhatti",,INV-2947/20,,2026-02-26,,18476.13,,0.0,,0.0,,0.0,,MISSING_IN_2B,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_877"", ""mutations"": [""missing""], ""seed"": 12345}"
45ABCDE1622F1Z5,45ABCDE1622F1Z5,"Dar, Buch and Ray","Dar, Buch and Ray",INV-4415/25,INV-4415/25,2026-05-01,2026-05-01,42987.28,42987.28,0.0,7737.71,3868.86,0.0,3868.86,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_1131"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
47ABCDE2854F1Z5,47ABCDE2854F1Z5,"Keer, Prasad and Cherian",Mohan-Chatterjee,INV-5695/22,INV-1821/22,2026-01-08,2026-01-08,99410.33,27609.8,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_1397"", ""mutations"": [""contradiction""], ""seed"": 12345}"
88ABCDE8273F1Z5,88ABCDE8273F1Z5,Peri Ltd,Narayanan-Handa,INV-4510/24,INV-5835/25,2026-03-25,2026-03-25,43879.22,27740.68,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_885"", ""mutations"": [""contradiction""], ""seed"": 12345}"
69ABCDE2665F1Z5,69ABCDE2665F1Z5,Minhas-Varma,Minhas-Varma,INV-9626/22,INV-9626/22,2026-03-23,2026-03-23,59117.07,59117.07,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_1481"", ""mutations"": [""sequential_invoice""], ""seed"": 12345}"
37ABCDE1454F1Z5,37ABCDE1454F1Z5,Kulkarni Group,"Shenoy, Walia and Chandran",INV-2045/21,INV-9084/25,2025-09-11,2025-09-11,72947.16,41954.81,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_751"", ""mutations"": [""contradiction""], ""seed"": 12345}"
11ABCDE1427F1Z5,11ABCDE1427F1Z5,Tella-Dube,Barad-Sibal,INV-8802/24,INV-2741/24,2025-12-07,2025-12-07,60624.38,87576.86,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_1116"", ""mutations"": [""contradiction""], ""seed"": 12345}"
,17ABCDE9804F1Z5,,"Lata, Pau and Pradhan",,INV-9076/23,,2025-12-11,,13123.28,,0.0,,0.0,,0.0,MISSING_IN_PR,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_503"", ""mutations"": [""missing""], ""seed"": 12345}"
40ABCDE1433F1Z5,40ABCDE1433F1Z5,Patil Inc,Patil Inc,INV-2532/24,INV-2532/24,2026-08-07,2026-08-07,35746.93,35746.93,0.0,0.0,0.0,0.0,0.0,0.0,EXACT_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3173"", ""mutations"": [], ""seed"": 12345}"
10ABCDE4848F1Z5,99ABCDE2639F1Z5,Sankar-Chandran,Sankar-Chandran,INV-9847/21,INV-9847/21,2026-03-31,2026-03-31,49186.29,49186.29,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_595"", ""mutations"": [""different_gstin""], ""seed"": 12345}"
71ABCDE3056F1Z5,71ABCDE3056F1Z5,"Chaudhary, Thaman and Dora","Chaudhary, Thaman and Dora",INV-9861/24,INV-9861/24,2026-03-07,2026-03-07,27320.07,27320.07,0.0,0.0,0.0,0.0,0.0,0.0,EXACT_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_1487"", ""mutations"": [], ""seed"": 12345}"
93ABCDE3110F1Z5,93ABCDE3110F1Z5,Saini-Varughese,Kadakia Group,INV-2625/24,INV-8898/26,2025-11-23,2025-11-23,9280.96,88068.6,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_406"", ""mutations"": [""contradiction""], ""seed"": 12345}"
64ABCDE7245F1Z5,64ABCDE7245F1Z5,Kar-Ramakrishnan,Kar-Ramakrishnan,INV-9432/21,INV-9432/21,2026-08-02,2026-08-02,72987.41,72987.41,0.0,0.0,0.0,0.0,0.0,0.0,EXACT_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_147"", ""mutations"": [], ""seed"": 12345}"
80ABCDE7152F1Z5,99ABCDE3739F1Z5,Dash-Nair,Dash-Nair,INV-5136/22,INV-5136/22,2026-02-19,2026-02-19,52389.56,52389.56,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2487"", ""mutations"": [""different_gstin""], ""seed"": 12345}"
80ABCDE7453F1Z5,80ABCDE7453F1Z5,Brahmbhatt Ltd,Brahmbhatt Ltd,INV-6604/20,INV-6604/20,2026-06-30,2026-06-30,19940.95,19940.95,0.0,0.0,0.0,0.0,0.0,0.0,EXACT_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_2268"", ""mutations"": [], ""seed"": 12345}"
41ABCDE4137F1Z5,41ABCDE4137F1Z5,Kurian-Sane,Kurian-Sane,INV-2480/26,INVCZ480/26,2026-04-04,2026-04-04,94985.89,94985.89,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3937"", ""mutations"": [""ocr_mutation"", ""format_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
94ABCDE5028F1Z5,94ABCDE5028F1Z5,Chandra Inc,"Bhatnagar, D’Alia and Mammen",INV-3377/21,INV-4634/26,2026-01-22,2026-01-22,75821.1,12103.02,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_200"", ""mutations"": [""contradiction""], ""seed"": 12345}"
76ABCDE8081F1Z5,76ABCDE8081F1Z5,Zacharia-Sheth,Zacharia-Sheth,INV-5417/26,IN1-5417/26,2026-03-23,2026-03-23,69433.55,69433.55,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3699"", ""mutations"": [""ocr_mutation""], ""seed"": 12345}"
44ABCDE7611F1Z5,44ABCDE7611F1Z5,Chahal Inc,Chahal Inc,INV-7742/20,INV-7742/20,2026-05-24,2026-05-24,3841.3,3841.3,0.0,691.43,345.72,0.0,345.72,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2549"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
10ABCDE6000F1Z5,,"Andra, Sarna and Khalsa",,INV-7898/22,,2025-12-22,,78383.09,,0.0,,0.0,,0.0,,MISSING_IN_2B,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_1182"", ""mutations"": [""missing""], ""seed"": 12345}"
30ABCDE6685F1Z5,30ABCDE6685F1Z5,Chaudhry-Guha,Chaudhry-Guha,INV-9279/22,IN5/9279/2Z,2026-04-16,2026-04-16,91288.87,91291.83,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3373"", ""mutations"": [""ocr_mutation"", ""format_mutation"", ""tax_mutation""], ""seed"": 12345}"
29ABCDE6024F1Z5,29ABCDE6024F1Z5,Sehgal-Prabhu,Warrior Ltd,INV-1535/20,INV-5219/21,2026-03-18,2026-03-18,70833.82,89117.35,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_722"", ""mutations"": [""contradiction""], ""seed"": 12345}"
53ABCDE4531F1Z5,99ABCDE8671F1Z5,Rau LLC,Rau LLC,INV-5652/21,INV-5652/21,2026-07-02,2026-07-02,38751.96,38751.96,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2716"", ""mutations"": [""different_gstin""], ""seed"": 12345}"
46ABCDE4946F1Z5,46ABCDE4946F1Z5,Som Group,Som Group,INV-1167/25,INV116725,2026-02-19,2026-02-17,51070.98,51072.61,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_493"", ""mutations"": [""format_mutation"", ""date_mutation"", ""tax_mutation""], ""seed"": 12345}"
13ABCDE7083F1Z5,13ABCDE7083F1Z5,Walia Ltd,Walia Limited,INV-4205/22,INV/4205/22,2025-12-07,2025-12-07,82416.39,82416.39,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3411"", ""mutations"": [""format_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
74ABCDE7472F1Z5,74ABCDE7472F1Z5,Khosla Inc,Khosla Inc,INV-5021/24,INV-5021/24,2026-02-25,2026-02-25,71884.76,71884.76,0.0,12939.26,6469.63,0.0,6469.63,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_488"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
19ABCDE6866F1Z5,19ABCDE6866F1Z5,Dash Inc,Dash Inc,INV-8410/22,INV-8410/22,2026-04-10,2026-04-10,90092.02,90092.02,0.0,0.0,0.0,0.0,0.0,0.0,EXACT_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_1163"", ""mutations"": [], ""seed"": 12345}"
20ABCDE4884F1Z5,20ABCDE4884F1Z5,Nayar Inc,Nayar Inc,INV-1375/23,I5V-135/23,2026-01-08,2026-08-01,11461.89,11460.45,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_694"", ""mutations"": [""ocr_mutation"", ""date_mutation"", ""tax_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
54ABCDE5544F1Z5,54ABCDE5544F1Z5,Walia and Sons,Walia and Sons,INV-1884/24,INV-1884/24,2026-03-15,2026-03-15,79186.16,79186.16,0.0,14253.51,7126.75,0.0,7126.75,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_1749"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
85ABCDE4537F1Z5,85ABCDE4537F1Z5,Chahal-Guha,Chahal-Guha,INV-2261/25,INV-2261/25,2026-05-14,2026-05-14,50469.01,50469.01,0.0,0.0,0.0,0.0,0.0,0.0,EXACT_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_1943"", ""mutations"": [], ""seed"": 12345}"
56ABCDE2172F1Z5,99ABCDE9846F1Z5,Devan-Buch,Devan-Buch,INV-7792/22,INV-7792/22,2026-04-28,2026-04-28,39624.98,39624.98,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_936"", ""mutations"": [""different_gstin""], ""seed"": 12345}"
22ABCDE7824F1Z5,,Lad-Gill,,INV-1057/24,,2025-08-24,,6513.75,,0.0,,0.0,,0.0,,MISSING_IN_2B,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_981"", ""mutations"": [""missing""], ""seed"": 12345}"
35ABCDE5343F1Z5,35ABCDE5343F1Z5,Mannan-Tella,Ray Inc,INV-7719/23,INV-4712/25,2026-07-28,2026-07-28,72280.44,7504.59,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_243"", ""mutations"": [""contradiction""], ""seed"": 12345}"
32ABCDE5234F1Z5,32ABCDE5234F1Z5,"Banerjee, Devi and Kunda","Banerjee, Devi and Kunda",INV-4359/23,INV-4359/23,2026-02-01,2026-01-02,94921.69,949216.9,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_2784"", ""mutations"": [""date_mutation"", ""tax_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
57ABCDE3851F1Z5,,Vala-Lad,,INV-3404/21,,2025-10-12,,91437.84,,0.0,,0.0,,0.0,,MISSING_IN_2B,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_1478"", ""mutations"": [""missing""], ""seed"": 12345}"
97ABCDE8712F1Z5,97ABCDE8712F1Z5,Chaudhuri Group,Chaudhuri Group,INV-8445/20,INV-8445/20,2026-08-07,2026-08-07,8837.43,8837.43,0.0,1590.74,795.37,0.0,795.37,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_961"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
78ABCDE7036F1Z5,78ABCDE7036F1Z5,Arya Inc,Arya Inc,INV-1363/20,INV-1363/20,2025-09-04,2025-09-04,16555.7,16555.7,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_1183"", ""mutations"": [], ""seed"": 12345}"
84ABCDE9499F1Z5,99ABCDE6960F1Z5,Chaudhary and Sons,Chaudhary and Sons,INV-1648/22,INV-1648/22,2025-11-05,2025-11-05,1099.4,1099.4,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_594"", ""mutations"": [""different_gstin""], ""seed"": 12345}"
88ABCDE6342F1Z5,88ABCDE6342F1Z5,Parekh Inc,Parekh Inc,INV-9397/25,INV-697/25,2026-07-16,2026-07-16,24385.14,24385.14,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_737"", ""mutations"": [""ocr_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
66ABCDE4741F1Z5,66ABCDE4741F1Z5,Mann-Chandran,Mann-Chandran,INV-1807/21,INV-1807021,2026-06-21,2026-06-21,97979.09,97979.09,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_767"", ""mutations"": [""ocr_mutation""], ""seed"": 12345}"
71ABCDE6480F1Z5,71ABCDE6480F1Z5,Goda Inc,Goda Inc,INV-2651/20,INV-251/20,2026-05-10,2026-05-10,90269.14,90269.14,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_2342"", ""mutations"": [""ocr_mutation""], ""seed"": 12345}"
52ABCDE8908F1Z5,52ABCDE8908F1Z5,Palan-Contractor,Palan-Contractor,INV-8490/26,INV-8490/26,2026-04-18,2026-04-18,92258.78,92258.78,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2985"", ""mutations"": [""sequential_invoice""], ""seed"": 12345}"
55ABCDE3341F1Z5,55ABCDE3341F1Z5,"Bains, Badami and Mishra","Bains, Badami and Mishra",INV-5306/26,INV-5306-26,2026-05-04,2026-05-04,98894.7,98890.76,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_1788"", ""mutations"": [""format_mutation"", ""tax_mutation""], ""seed"": 12345}"
25ABCDE5557F1Z5,25ABCDE5557F1Z5,Gour-Yogi,Gour-Yogi,INV-9101/22,INV-9101/22,2026-04-03,2026-04-03,57039.06,57039.06,0.0,10267.03,5133.52,0.0,5133.52,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_1814"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
62ABCDE2473F1Z5,62ABCDE2473F1Z5,Batta-Kalla,Batta-Kalla,INV-2966/26,INV-2966/26,2026-08-21,2026-08-21,81777.4,81777.4,0.0,14719.93,7359.97,0.0,7359.97,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2810"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
60ABCDE5804F1Z5,60ABCDE5804F1Z5,Majumdar-Pillai,Majumdar-Pillai,INV-5366/25,INV-5366/25,2026-03-17,2026-03-17,80845.91,80845.91,0.0,0.0,0.0,0.0,0.0,0.0,EXACT_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_1311"", ""mutations"": [], ""seed"": 12345}"
