record_id,amount,record_date,reference,vendor_name,tax_identity
G_004417,88947.00,2025-10-24,INV/2025/77357,Vendor 4417 Private Limited,27AAAAA2971A1ZA
G_004418,45958.00,2025-07-24,INV/2025/53774,Vendor 4418 Pvt Ltd,27AAAAA8118A1ZB
G_004419,68783.00,2025-05-01,INV/2025/26529,Vendor 4419 Pvt Ltd,27AAAAA7187A1Z0
G_004420,80708.00,2026-01-01,INV/2025/49056,Vendor 4420 Pvt Ltd,27AAAAA1286A1ZC
G_004421,18241.00,2025-12-12,INV/2025/50789,Vendor 4421 Pvt Ltd Inc,27AAAAA5612A1ZI
G_004422,81907.00,2025-04-13,INV/2025/92037,Vendor 4422 Pvt Ltd,27AAAAA8518A1Z7
G_004423,99746.00,2025-05-13,,Vendor 4423 Pvt Ltd,27AAAAA2244A1ZK
G_004424,2885.00,2025-07-05,INV/2025/91869,Vendor 4424 Pvt Ltd,27AAAAA8514A1ZB
G_004425,6662.00,2025-02-28,INV/2025/44853,Vendor 4425 Pvt Ltd,27AAAAA7903A1ZC
G_004426,10929.00,2025-06-18,INV/2025/5868,Vendor 4426 Pvt Ltd,27AAAAA2872A1ZA
G_004427,55026.00,2025-01-05,INV/2025/5027,Vendor 4427 PVT LTD,27AAAAA3480A1ZC
G_004428,87842.00,2025-05-14,,Vendor 4428 Pvt Ltd,27AAAAA4423A1ZJ
G_004429,29021.00,2025-06-13,INV/2025/38882,vendor 4429 pvt ltd,27AAAAA4330A1ZL
G_004430,11799.00,2025-11-04,INV/2025/25496,Vendor 4430 Pvt Ltd,27AAAAA9060A1Z8
G_004431,74828.00,2025-02-16,INV/2025/34049,Vendor 4431 Pvt Ltd,27AAAAA8733A1Z6
G_004432,54254.00,2025-11-21,,Vendor 4432 Pvt Ltd,27AAAAA9279A1ZV
G_004433,20516.00,2025-01-12,INV/2025/28219,Vendor 4433 Pvt Ltd,27AAAAA4933A1ZC
G_004434,90890.00,2025-03-13,INV/2025/87166,Vendor 4434 Pvt Ltd,27AAAAA9107A1ZC
G_004435,18710.00,2025-06-08,INV/2025/52491,Vendor 4435 Pvt Ltd Inc,27AAAAA9494A1ZU
G_004436,94551.00,2025-09-13,INV/2025/88793,Vendor 4436 Pvt Ltd,27AAAAA3727A1ZE
G_004437,90435.00,2025-12-12,INV/2025/87222,Vendor 415 Pvt Ltd,27AAAAA4257A1ZB
G_004438,22838.00,2025-06-05,INV/2025/88364,Vendor 4438 Pvt Ltd,27AAAAA1813A1ZN
G_004439,73431.00,2025-06-23,INV/2025/37674,Vendor 4439 Pvt Ltd,27AAAAA1394A1ZB
G_004440,105226.00,2025-11-30,INV/2025/27596,Vendor 4440 Pvt Ltd,27AAAAA2876A1Z6
G_004441,30832.00,2025-06-13,INV/2025/56156,Vendor 4441 Pvt Ltd,
G_004442,1786.00,2025-02-15,INV/2025/8630,Vendor 4442 Pvt Ltd,27AAAAA4289A1Z3
G_004443,69086.00,2025-11-01,INV/2025/78154,Vendor 4443 Pvt Ltd,27AAAAA1858A1ZA
G_004444,15036.00,2025-01-02,,Vendor 4444 Pvt Ltd,27AAAAA9536A1Z3
G_004445,22839.00,2025-09-27,,Vendor 4445 Pvt Ltd,27AAAAA1734A1ZJ
G_004446,8550.00,2025-06-21,,Vendor 4446 Pvt Ltd,27AAAAA5565A1Z6
G_004447,82019.00,2025-12-16,INV/2025/7628,Vendor 4447 PVT LTD,27AAAAA3944A1ZB
G_004448,92673.00,2025-04-23,INV/2025/84015,Vendor 4448 Pvt Ltd,27AAAAA5300A1ZP
G_004449,54820.00,2025-07-21,INV/2025/23333,vendor 4449 pvt ltd,27AAAAA4972A1Z5
G_004450,18493.00,2025-03-12,INV/2025/89392,VENDOR 4450 PVT LTD,27AAAAA2349A1ZE
G_004451,120488.00,2025-12-24,INV/2025/34611,Vendor 4451 Pvt Ltd,27AAAAA5965A1Z2
G_004452,9753.00,2025-02-15,,Vendor 4452 Pvt Ltd,27AAAAA4609A1ZF
G_004453,88487.00,2025-05-06,,Vendor 4453 Pvt Ltd,27AAAAA4474A1Z8
G_004454,79354.00,2025-08-18,INV/2025/82098,Vendor 4454 PVT LTD,27AAAAA4322A1ZL
G_004455,98010.00,2025-06-07,INV/2025/19341,VENDOR 4455 PVT LTD,27AAAAA3044A1ZK
G_004456,96234.00,2025-07-02,INV/2025/85887,Vendor 4456 Pvt Ltd,27AAAAA7687A1ZV
G_004457,63777.00,2025-08-07,INV/2025/63775,Vendor 4457 Private Limited,27AAAAA7644A1Z6
G_004458,52283.00,2025-03-06,INV/2025/87271,None,27AAAAA8843A1Z3
G_004459,31057.00,2025-08-10,INV/2025/72401,vendor 4459 pvt ltd,27AAAAA7703A1ZE
G_004460,11605.00,2025-12-02,,Vendor 4460 Pvt Ltd,27AAAAA1402A1ZU
G_004461,60378.00,2025-07-25,INV/2025/23530,Vendor 4461 PVT LTD,27AAAAA3645A1ZD
G_004462,58276.00,2025-09-21,INV/2025/91587,VENDOR 4462 PVT LTD,27AAAAA8126A1ZB
G_004463,58760.00,2025-11-26,INV/2025/53046,Vendor 4463 Pvt Ltd,27AAAAA4190A1ZB
G_004464,22252.00,2025-04-06,,Vendor 4464 Pvt Ltd,27AAAAA6322A1ZH
G_004465,79948.00,2025-01-01,INV/2025/61791,Vendor 4465 Pvt Ltd,27AAAAA9810A1ZA
G_004466,74234.00,2025-10-02,INV/2025/14916,Vendor 4466 Pvt Ltd,27AAAAA6209A1ZF
G_004467,63050.00,2025-08-27,INV/2025/20961,Vendor 4467 Pvt Ltd,27AAAAA8808A1Z6
G_004468,49931.00,2025-06-01,INV/2025/4268,Vendor 4468 PVT LTD,27AAAAA9126A1Z9
G_004469,97362.00,2025-09-30,INV/2025/4229,Vendor 4469 Pvt Ltd,27AAAAA7051A1ZD
G_004470,16457.00,2025-08-14,,Vendor 4470 Pvt Ltd,27AAAAA5766A1Z3
G_004471,63387.00,2025-10-10,INV/2025/77377,Vendor 4471 Pvt Ltd,27AAAAA6401A1ZL
G_004472,77462.00,2025-06-30,INV/2025/52967,Vendor 4472 Pvt Ltd,27AAAAA3278A1Z8
G_004473,57955.00,2025-02-11,INV/2025/85972,Vendor 4473 Pvt Ltd,27AAAAA9730A1Z7
G_004474,56268.00,2025-01-21,,Vendor 4474 Pvt Ltd,27AAAAA9611A1ZB
G_004475,671.00,2025-11-05,INV/2025/25069,Vendor 4475 Pvt Ltd,27AAAAA1714A1ZN
G_004476,68631.00,2025-08-17,INV/2025/74554,Vendor 4476 Pvt Ltd,27AAAAA8586A1ZV
G_004477,84321.00,2025-01-09,INV/2025/19519,Vendor 4477 Private Limited,27AAAAA4816A1ZE
G_004478,44650.00,2025-11-21,INV/2025/2729,Vendor 4478 Pvt Ltd,27AAAAA3456A1ZC
G_004479,64771.00,2025-05-21,INV/2025/23402,Vendor 4479 Private Limited,27AAAAA1591A1ZC
G_004480,19660.00,2025-04-03,INV/2025/22240,Vendor 4480 Pvt Ltd,27AAAAA6646A1Z6
G_004481,15706.00,2025-11-21,INV/2025/74504,Vendor 4481 Pvt Ltd,27AAAAA4454A1ZC
G_004482,1887.00,2025-09-13,INV/2025/84746,Vendor 4482 Pvt Ltd,27AAAAA1685A1Z9
G_004483,22745.00,2025-07-17,INV/2025/86355,Vendor 4483 Pvt Ltd,27AAAAA5287A1Z3
G_004484,47742.00,2025-05-03,,Vendor 4484 Pvt Ltd,27AAAAA8392A1ZZ
G_004485,3361.00,2025-12-24,INV/2025/43812,Vendor 4485 Pvt Ltd,27AAAAA5723A1ZE
G_004486,84248.00,2025-05-22,INV/2025/40986,Vendor 4486 Pvt Ltd,27AAAAA2507A1ZM
G_004487,53578.00,2025-12-14,INV/2025/66016,Vendor 4487 Pvt Ltd,27AAAAA7020A1ZK
G_004488,64711.00,2025-04-17,INV/2025/48433,Vendor 4488 Pvt Ltd Inc,27AAAAA9892A1ZS
G_004489,33442.00,2025-06-19,INV/2025/95968,Vendor 4489 Pvt Ltd,27AAAAA4585A1Z4
G_004490,72054.00,2025-10-02,INV/2025/87856,Vendor 4490 Pvt Ltd,27AAAAA9423A1Z9
G_004491,66511.00,2025-04-12,INV/2025/39885,None,27AAAAA5385A1Z4
G_004492,85940.00,2025-10-08,INV/2025/57224,None,27AAAAA6786A1ZX
G_004493,28389.00,2025-08-11,INV/2025/52332,Vendor 4493 Pvt Ltd,
G_004494,87000.00,2025-08-24,INV/2025/62965,Vendor 4494 Pvt Ltd,27AAAAA1480A1ZG
G_004495,79916.00,2025-05-29,INV/2025/32942,Vendor 4495 Pvt Ltd,27AAAAA9321A1ZC
G_004496,80064.00,2025-10-15,INV/2025/29631,vendor 4496 pvt ltd,27AAAAA7693A1ZX
G_004497,95625.00,2025-08-09,INV/2025/79258,None,27AAAAA4995A1ZY
G_004498,3217.00,2025-06-06,INV/2025/42828,Vendor 4498 Pvt Ltd,27AAAAA6833A1Z9
G_004499,69831.00,2025-05-18,INV/2025/53545,Vendor 4499 Pvt Ltd,27AAAAA3865A1Z7
G_004500,6802.00,2025-08-23,INV/2025/26830,Vendor 4500 Pvt Ltd,27AAAAA1134A1ZP
G_004501,74436.00,2025-01-24,INV/2025/92349,Vendor 4501 Pvt Ltd,27AAAAA4213A1ZN
G_004502,18696.00,2025-10-30,INV/2025/42252,Vendor 4502 Pvt Ltd,27AAAAA9028A1Z8
G_004503,87519.00,2025-11-18,INV/2025/90866,Vendor 4503 Pvt Ltd,27AAAAA6658A1Z2
G_004504,8414.00,2025-08-04,INV/2025/19049,Vendor 4504 Pvt Ltd,27AAAAA1468A1ZC
G_004505,46545.00,2025-01-20,INV/2025/89681,Vendor 4505 Pvt Ltd,27AAAAA2801A1ZP
G_004506,39408.00,2025-06-25,INV/2025/4035,VENDOR 4506 PVT LTD,27AAAAA1079A1ZD
G_004507,45112.00,2025-04-27,INV/2025/9484,Vendor 4507 Pvt Ltd,27AAAAA4436A1ZE
G_004508,89724.00,2025-12-18,INV/2025/89124,None,27AAAAA5338A1ZB
G_004509,81422.00,2025-06-19,INV/2025/25653,Vendor 4509 Pvt Ltd,27AAAAA9052A1Z8
G_004510,14737.00,2025-03-14,INV/2025/32326,VENDOR 4510 PVT LTD,27AAAAA2647A1ZD
G_004511,52673.00,2025-07-03,,Vendor 4511 Pvt Ltd,27AAAAA3733A1ZG
G_004512,72367.00,2025-08-11,INV/2025/89558,Vendor 4512 Pvt Ltd,27AAAAA3441A1ZJ
G_004513,14650.00,2025-12-21,INV/2025/7699,Vendor,27AAAAA6635A1Z9
G_004514,72714.00,2025-12-13,INV/2025/46887,Vendor 4514 Pvt Ltd,27AAAAA4152A1ZH
G_004515,34118.00,2025-11-20,,Vendor 4515 Pvt Ltd,27AAAAA2314A1ZP
G_004516,76724.00,2025-04-29,INV/2025/43490,Vendor 4516 Pvt Ltd,27AAAAA2324A1ZN
G_004517,45192.00,2025-07-03,INV/2025/41981,Vendor 4517 Pvt Ltd,27AAAAA5987A1ZW
G_004518,54872.00,2025-03-11,INV/2025/63115,Vendor 4518 Pvt Ltd,27AAAAA1512A1ZR
G_004519,59820.00,2025-04-13,INV/2025/33433,Vendor 4519 Pvt Ltd,27AAAAA7811A1ZD
G_004520,11486.00,2025-12-08,INV/2025/42610,Vendor 4520 Pvt Ltd,27AAAAA7933A1Z6
G_004521,99852.00,2025-08-06,,Vendor 4521 Pvt Ltd,27AAAAA3732A1ZH
G_004522,3867.00,2025-09-21,INV/2025/34756,VENDOR 4522 PVT LTD,27AAAAA7951A1Z4
G_004523,51513.00,2025-03-23,INV/2025/2850,Vendor 4523 Private Limited,27AAAAA8242A1ZA
G_004524,11088.00,2025-11-05,INV/2025/57555,Vendor 4524 Pvt Ltd,27AAAAA4834A1ZC
G_004525,81163.00,2025-11-03,,Vendor 4525 Pvt Ltd,27AAAAA4848A1Z6
G_004526,7874.00,2025-06-09,INV/2025/44986,Vendor 4526 Pvt Ltd,27AAAAA9094A1ZY
G_004527,18823.00,2025-03-06,INV/2025/89759,Vendor 4527 Pvt Ltd,27AAAAA9844A1Z0
G_004528,45614.00,2025-04-21,INV/2025/37752,Vendor 4528 Pvt Ltd,27AAAAA2637A1ZF
G_004529,5143.00,2025-06-07,INV/2025/66808,Vendor 4529 Pvt Ltd,27AAAAA9693A1ZT
G_004530,85324.00,2025-03-19,INV/2025/8495,Vendor 4530 Pvt Ltd,27AAAAA5780A1Z5
G_004531,52625.00,2025-06-02,INV/2025/49007,Vendor 4531 Pvt Ltd,27AAAAA4969A1Z0
G_004532,94780.00,2025-05-02,INV/2025/15033,Vendor 4532 Pvt Ltd,27AAAAA3878A1Z2
G_004533,48738.00,2025-08-15,INV/2025/50623,Vendor 4533 Pvt Ltd,27AAAAA6927A1Z6
G_004534,14544.00,2025-06-19,INV/2025/39378,vendor 4534 pvt ltd,27AAAAA2047A1ZJ
G_004535,25538.00,2025-02-13,,Vendor 4535 Pvt Ltd,27AAAAA5239A1ZB
G_004536,32701.00,2025-08-12,INV/2025/81614,Vendor 4536 Pvt Ltd,27AAAAA5901A1ZI
G_004537,5098.00,2025-12-18,,Vendor 4537 Pvt Ltd,27AAAAA2385A1ZA
G_004538,63492.00,2025-03-02,INV/2025/89893,Vendor 4538 Pvt Ltd Inc,27AAAAA8926A1Z3
G_004539,89664.00,2025-10-27,,Vendor 4539 Pvt Ltd,27AAAAA3409A1ZJ
G_004540,51195.00,2025-06-23,,Vendor 4540 Pvt Ltd,27AAAAA3072A1ZG
G_004541,66846.00,2025-02-27,INV/2025/57015,Vendor 4541 Pvt Ltd,27AAAAA3649A1Z9
G_004542,95933.00,2025-09-15,INV/2025/65116,Vendor 4542 Pvt Ltd,27AAAAA1877A1Z7
G_004543,12938.00,2025-10-31,INV/2025/73082,Vendor 4543 Pvt Ltd,27AAAAA3567A1Z8
G_004544,42339.00,2025-08-15,INV/2025/29551,Vendor,27AAAAA2237A1ZJ
G_004545,3626.00,2025-07-03,INV/2025/18944,vendor 4545 pvt ltd,27AAAAA2866A1Z8
G_004546,58043.00,2025-11-26,INV/2025/39275,Vendor 4546 Pvt Ltd,27AAAAA1016A1ZS
G_004547,49010.00,2025-04-11,INV/2025/8402,Vendor 4547 Pvt Ltd,27AAAAA2326A1ZL
G_004548,23376.00,2025-01-04,INV/2025/18161,Vendor 4548 Pvt Ltd,27AAAAA1169A1ZE
G_004549,73560.00,2025-09-11,INV/2025/73738,Vendor 4549 PVT LTD,27AAAAA4998A1ZV
G_004550,83717.00,2025-06-27,INV/2025/8246,Vendor 4550 Pvt Ltd,27AAAAA6073A1Z9
G_004551,59421.00,2025-07-23,INV/2025/7190,Vendor 4551 Pvt Ltd,27AAAAA7549A1Z2
G_004552,1216.00,2025-11-06,INV/2025/95218,Vendor 4552 Pvt Ltd,27AAAAA5459A1Z5
G_004553,89152.00,2025-06-28,INV/2025/40006,VENDOR 4553 PVT LTD,27AAAAA8524A1Z9
G_004554,31569.00,2025-08-06,INV/2025/72002,Vendor 4554 Private Limited,27AAAAA3395A1Z6
G_004555,72118.00,2025-12-07,INV/2025/18322,Vendor 4555 Pvt Ltd,27AAAAA4990A1Z3
G_004556,13224.00,2025-05-05,INV/2025/33055,Vendor 4556 Pvt Ltd,27AAAAA6137A1ZC
G_004557,40798.00,2025-03-23,INV/2025/20516,Vendor 4557 Pvt Ltd,27AAAAA9937A1ZY
G_004558,22258.00,2025-07-05,INV/2025/31939,Vendor 4558 Pvt Ltd,27AAAAA9960A1ZZ
G_004559,89902.00,2025-02-09,INV/2025/99600,VENDOR 4559 PVT LTD,27AAAAA4227A1ZH
G_004560,29232.00,2025-08-01,INV/2025/2184,Vendor 4560 Pvt Ltd,27AAAAA7735A1Z6
G_004561,85101.00,2025-12-26,,Vendor 4561 Pvt Ltd,27AAAAA2408A1ZM
G_004562,122320.00,2025-09-19,INV/2025/78661,Vendor 4562 Pvt Ltd,27AAAAA1206A1ZS
G_004563,6151.00,2025-01-22,INV/2025/4032,Vendor 4563 Pvt Ltd,27AAAAA4017A1ZL
G_004564,6700.00,2025-08-31,INV/2025/2158,Vendor 4564 Pvt Ltd,27AAAAA2633A1ZJ
G_004565,147164.00,2025-07-06,INV/2025/4615,Vendor 4565 Pvt Ltd,27AAAAA5407A1ZH
G_004566,13757.00,2025-04-03,INV/2025/29402,Vendor 4566 Pvt Ltd,27AAAAA6253A1ZB
G_004567,14534.00,2025-10-27,INV/2025/99759,Vendor 4567 Pvt Ltd,27AAAAA2325A1ZM
G_004568,47522.00,2025-05-13,INV/2025/48627,Vendor 4568 Pvt Ltd,27AAAAA5979A1ZW
G_004569,45204.00,2025-06-23,INV/2025/52050,Vendor 4569 Pvt Ltd,
G_004570,10356.00,2025-05-01,INV/2025/58565,Vendor 4570 Pvt Ltd,27AAAAA9167A1Z0
G_004571,90290.00,2025-12-12,INV/2025/66670,None,27AAAAA2905A1ZK
G_004572,31625.00,2025-10-27,INV/2025/47448,Vendor 4572 Pvt Ltd,27AAAAA7973A1ZY
G_004573,50127.00,2025-08-14,INV/2025/72290,Vendor 4573 Pvt Ltd,27AAAAA7581A1Z2
G_004574,64904.00,2025-04-17,INV/2025/61131,Vendor 4574 Pvt Ltd,27AAAAA6954A1Z3
G_004575,62729.00,2025-05-27,INV/2025/7099,Vendor 4575 Pvt Ltd,27AAAAA9597A1ZQ
G_004576,87553.00,2025-07-14,INV/2025/10023,Vendor 4576 Pvt Ltd,27AAAAA5729A1Z8
G_004577,23156.00,2025-09-11,INV/2025/56608,Vendor 4577 Pvt Ltd,27AAAAA7246A1Z8
G_004578,89225.00,2025-02-26,INV/2025/10387,Vendor 4578 Pvt Ltd,27AAAAA2585A1Z8
G_004579,82178.00,2025-12-10,INV/2025/14404,Vendor 4579 Pvt Ltd,27AAAAA3852A1ZC
G_004580,14871.00,2025-11-04,,Vendor 4580 Pvt Ltd,27AAAAA4715A1ZG
G_004581,54581.00,2025-05-15,INV/2025/63809,Vendor 4581 Pvt Ltd,27AAAAA4394A1Z5
G_004582,49528.00,2025-10-03,INV/2025/75105,Vendor 4582 Pvt Ltd,27AAAAA6131A1ZI
G_004583,2963.00,2025-04-21,INV/2025/50467,None,27AAAAA8914A1Z7
G_004584,3810.00,2025-05-23,INV/2025/71947,Vendor 4584 Pvt Ltd,27AAAAA1048A1ZK
G_004585,52733.00,2025-04-27,INV/2025/91452,Vendor 4585 Pvt Ltd,
G_004586,97987.00,2025-03-16,,Vendor 4586 Pvt Ltd,27AAAAA3967A1Z4
G_004587,63349.00,2025-01-30,INV/2025/51240,Vendor 4587 Pvt Ltd,27AAAAA3747A1ZA
G_004588,5825.00,2025-05-16,INV/2025/7537,Vendor 4588 Pvt Ltd,27AAAAA2055A1ZJ
G_004589,75991.00,2025-02-18,INV/2025/11742,Vendor 4589 PVT LTD,27AAAAA3378A1Z7
G_004590,36900.00,2025-09-03,INV/2025/17263,Vendor 4590 Private Limited,27AAAAA3570A1ZD
G_004591,117206.00,2025-12-23,INV/2025/77465,Vendor 4591 Pvt Ltd,27AAAAA2871A1ZB
G_004592,43965.00,2025-12-13,INV/2025/59746,vendor 4592 pvt ltd,27AAAAA8871A1ZZ
G_004593,86105.00,2025-05-10,INV/2025/76569,Vendor 4593 Pvt Ltd,27AAAAA9530A1Z9
G_004594,81925.00,2025-11-04,INV/2025/8455,Vendor 4594 Pvt Ltd,27AAAAA8353A1Z6
G_004595,14053.00,2025-09-09,INV/2025/17284,Vendor 4595 Pvt Ltd,27AAAAA3208A1ZM
G_004596,44107.00,2025-08-02,INV/2025/47654,Vendor 4596 Private Limited,27AAAAA7704A1ZD
G_004597,86988.00,2025-02-22,INV/2025/2233,Vendor 4597 Pvt Ltd,27AAAAA9757A1ZW
G_004598,53365.00,2025-05-05,,Vendor 4598 Pvt Ltd,27AAAAA6134A1ZF
G_004599,22141.00,2025-11-02,,Vendor 4599 Pvt Ltd,27AAAAA2542A1ZJ
G_004600,58903.00,2025-04-02,,Vendor 4600 Pvt Ltd,27AAAAA6773A1Z2
G_004601,78308.00,2025-06-06,INV/2025/80796,Vendor 4601 Pvt Ltd,27AAAAA7857A1ZZ
G_004602,9410.00,2025-02-15,INV/2025/76229,Vendor 4602 Pvt Ltd,27AAAAA1877A1Z7
G_004603,183096.00,2025-01-25,INV/2025/15919,Vendor 4603 Pvt Ltd,27AAAAA3731A1ZI
G_004604,55939.00,2025-09-10,INV/2025/46620,Vendor 4604 Pvt Ltd,27AAAAA2259A1ZD
G_004605,15162.00,2025-07-19,INV/2025/30072,Vendor 4605 Pvt Ltd,
G_004606,31829.00,2025-02-09,INV/2025/62630,VENDOR 4606 PVT LTD,27AAAAA2974A1Z7
G_004607,98969.00,2025-01-24,INV/2025/41694,None,27AAAAA1600A1ZU
G_004608,88253.00,2025-03-25,INV/2025/79823,Vendor 4608 Pvt Ltd,27AAAAA8802A1ZC
G_004609,43734.00,2025-09-15,INV/2025/30479,Vendor 4609 Pvt Ltd,27AAAAA9452A1Z4
G_004610,89239.00,2025-11-03,INV/2025/77807,None,27AAAAA4840A1ZE
G_004611,36597.00,2025-04-22,INV/2025/80135,Vendor 4611 PVT LTD,27AAAAA8894A1ZS
G_004612,13972.00,2025-08-13,INV/2025/36694,Vendor 4612 Pvt Ltd,27AAAAA6603A1ZH
G_004613,42393.00,2025-10-13,INV/2025/9751,None,27AAAAA4018A1ZK
G_004614,64788.00,2025-08-04,,Vendor 4614 Pvt Ltd,27AAAAA5162A1ZD
G_004615,92724.00,2025-04-07,INV/2025/54191,Vendor 4615 Pvt Ltd,27AAAAA9880A1ZW
G_004616,47024.00,2025-05-13,INV/2025/13801,Vendor 4616 Pvt Ltd,
G_004617,30738.00,2025-02-18,INV/2025/42150,Vendor 4617 Pvt Ltd,27AAAAA6215A1ZH
G_004618,1237.00,2025-08-29,INV/2025/79356,Vendor 4618 Pvt Ltd,27AAAAA4970A1Z7
G_004619,81595.00,2025-01-24,INV/2025/86277,vendor 4619 pvt ltd,27AAAAA6532A1ZD
G_004620,76029.00,2025-10-03,INV/2025/61924,Vendor 4620 Pvt Ltd,27AAAAA6936A1Z5
G_004621,73815.00,2025-11-09,,Vendor 4621 Pvt Ltd,27AAAAA1526A1ZL
G_004622,63467.00,2025-11-22,INV/2025/25665,Vendor 4622 Pvt Ltd,27AAAAA8551A1Z6
G_004623,54958.00,2025-07-25,INV/2025/67613,Vendor 4623 Pvt Ltd,27AAAAA2522A1ZN
G_004624,81587.00,2025-08-29,,Vendor 4624 Pvt Ltd,27AAAAA4535A1ZE
G_004625,90855.00,2025-03-11,INV/2025/16862,Vendor 4625 Pvt Ltd,27AAAAA8835A1Z3
G_004626,1568.00,2025-12-28,INV/2025/24626,Vendor 4626 Pvt Ltd,27AAAAA5812A1ZG
G_004627,96434.00,2025-05-19,INV/2025/13328,VENDOR 4627 PVT LTD,27AAAAA3797A1Z0
G_004628,8138.00,2025-07-30,,Vendor 4628 Pvt Ltd,27AAAAA4760A1ZB
G_004629,56969.00,2025-06-10,,Vendor 4629 Pvt Ltd,27AAAAA4845A1Z9
G_004630,13191.00,2025-11-29,INV/2025/41632,Vendor 4630 Pvt Ltd,27AAAAA9917A1Z2
G_004631,20455.00,2025-12-09,INV/2025/88576,Vendor 4631 Pvt Ltd,27AAAAA5435A1ZD
G_004632,98920.00,2025-07-08,INV/2025/1959,Vendor 4632 Pvt Ltd Inc,27AAAAA5008A1ZK
G_004633,92053.00,2025-02-16,INV/2025/16468,VENDOR 4633 PVT LTD,27AAAAA6751A1Z8
G_004634,44187.00,2025-08-02,INV/2025/36909,Vendor 4634 Pvt Ltd,27AAAAA2067A1ZF
G_004635,13606.00,2025-06-08,INV/2025/65879,Vendor 4635 Pvt Ltd,27AAAAA5669A1Z1
G_004636,25334.00,2025-08-28,INV/2025/6102,Vendor 4636 Pvt Ltd,27AAAAA2064A1ZI
G_004637,39432.00,2025-06-16,INV/2025/13234,VENDOR 4637 PVT LTD,27AAAAA3199A1Z4
G_004638,50633.00,2025-02-08,,Vendor 4638 Pvt Ltd,27AAAAA3934A1ZD
G_004639,84379.00,2025-04-13,INV/2025/42721,Vendor 4639 Pvt Ltd,27AAAAA1445A1ZJ
G_004640,98318.00,2025-10-23,,Vendor 4640 Pvt Ltd,27AAAAA3969A1Z2
G_004641,31802.00,2025-09-03,INV/2025/51099,Vendor 4641 Pvt Ltd,27AAAAA3859A1Z5
G_004642,78736.00,2025-03-30,INV/2025/23004,Vendor 4642 PVT LTD,27AAAAA7937A1Z2
G_004643,12325.00,2025-10-19,INV/2025/33774,Vendor 4643 Pvt Ltd,27AAAAA7286A1Z0
G_004644,98993.00,2025-04-09,INV/2025/80800,None,27AAAAA9876A1ZS
G_004645,40148.00,2025-03-06,INV/2025/37758,None,27AAAAA4776A1Z3
G_004646,49716.00,2025-08-06,INV/2025/89257,Vendor 4646 Pvt Ltd,27AAAAA1036A1ZO
G_004647,53854.00,2025-04-08,INV/2025/27420,Vendor 4647 Pvt Ltd,
G_004648,31312.00,2025-05-12,INV/2025/28353,Vendor 4648 Pvt Ltd,27AAAAA4769A1Z2
G_004649,50071.00,2025-08-12,INV/2025/81254,Vendor 4649 Pvt Ltd,27AAAAA9631A1Z7
G_004650,47544.00,2025-05-28,INV/2025/24033,Vendor 4650 Pvt Ltd,27AAAAA8121A1ZG
G_004651,50394.00,2025-11-14,INV/2025/18504,Vendor 4651 Pvt Ltd Inc,27AAAAA3893A1Z3
G_004652,26865.00,2025-06-24,INV/2025/3845,Vendor 4652 Pvt Ltd Inc,27AAAAA5407A1ZH
G_004653,81556.00,2025-07-11,INV/2025/80793,Vendor 4653 Pvt Ltd,27AAAAA9569A1ZU
G_004654,82879.00,2025-01-05,INV/2025/33602,None,27AAAAA8857A1ZX
G_004655,37243.00,2025-06-17,INV/2025/28463,Vendor 4655 Pvt Ltd,27AAAAA7913A1ZA
G_004656,53165.00,2025-06-18,INV/2025/6872,Vendor 4656 Pvt Ltd,27AAAAA8705A1ZA
G_004657,52998.00,2025-01-03,INV/2025/5932,Vendor 4657 Pvt Ltd,27AAAAA9569A1ZU
G_004658,72252.00,2025-09-18,INV/2025/60680,Vendor 4658 Pvt Ltd,27AAAAA3234A1ZK
G_004659,97037.00,2025-11-09,INV/2025/85548,Vendor 4659 Pvt Ltd,27AAAAA5666A1Z4
G_004660,56421.00,2025-08-19,INV/2025/78207,VENDOR 4660 PVT LTD,27AAAAA8104A1ZH
G_004661,53653.00,2025-12-25,INV/2025/14958,Vendor 4661 Pvt Ltd,27AAAAA1268A1ZE
G_004662,56884.00,2025-10-27,INV/2025/7748,Vendor 4662 Pvt Ltd,27AAAAA1364A1ZH
G_004663,10852.00,2025-02-11,,Vendor 4663 Pvt Ltd,27AAAAA8214A1ZE
G_004664,34271.00,2025-08-18,INV/2025/14451,Vendor 4664 Pvt Ltd,27AAAAA9578A1ZT
G_004665,54997.00,2025-08-10,INV/2025/96406,Vendor 4665 Pvt Ltd,27AAAAA6873A1Z1
G_004666,71248.00,2025-09-16,,Vendor 4666 Pvt Ltd,27AAAAA2254A1ZI
G_004667,64508.00,2025-12-06,INV/2025/39342,Vendor 4667 Pvt Ltd,27AAAAA7297A1ZX
G_004668,26892.00,2025-05-26,INV/2025/92002,Vendor 4668 Pvt Ltd,27AAAAA3960A1ZB
G_004669,75529.00,2025-09-22,INV/2025/43947,Vendor 4669 Pvt Ltd,27AAAAA8126A1ZB
G_004670,42594.00,2025-01-09,INV/2025/85634,Vendor 4670 Pvt Ltd,27AAAAA5558A1Z5
G_004671,63600.00,2025-06-25,INV/2025/41745,Vendor 4671 Pvt Ltd,27AAAAA4757A1Z6
G_004672,23423.00,2025-10-15,INV/2025/57968,Vendor 4672 Pvt Ltd,27AAAAA5330A1ZJ
