purchase_id,gst_id,label,mutation_type
P_004464,G_004464,POSITIVE,REF_MISSING
P_004465,G_004465,POSITIVE,EXACT
P_004466,G_004466,POSITIVE,EXACT
P_004467,G_004467,POSITIVE,EXACT
P_004468,G_004468,POSITIVE,VENDOR_ALIAS
P_004469,G_004469,POSITIVE,EXACT
P_004470,G_004470,POSITIVE,REF_MISSING
P_004471,G_004471,POSITIVE,EXACT
P_004472,G_004472,POSITIVE,EXACT
P_004473,G_004473,POSITIVE,EXACT
P_004474,G_004474,POSITIVE,REF_MISSING
P_004475,G_004475,POSITIVE,EXACT
P_004476,G_004476,NEGATIVE,TAX_MISMATCH
P_004477,G_004477,POSITIVE,VENDOR_ALIAS
P_004478,G_004478,POSITIVE,EXACT
P_004479,G_004479,POSITIVE,VENDOR_ALIAS
P_004480,G_004480,POSITIVE,EXACT
P_004481,G_004481,POSITIVE,EXACT
P_004482,G_004482,POSITIVE,EXACT
P_004483,G_004483,NEGATIVE,AMOUNT_MISMATCH
P_004484,G_004484,POSITIVE,REF_MISSING
P_004485,G_004485,POSITIVE,EXACT
P_004486,G_004486,POSITIVE,EXACT
P_004487,G_004487,POSITIVE,EXACT
P_004488,G_004488,POSITIVE,VENDOR_ALIAS
P_004489,G_004489,POSITIVE,EXACT
P_004490,G_004490,NEGATIVE,TAX_MISMATCH
P_004491,G_004491,POSITIVE,VENDOR_ALIAS
P_004492,G_004492,POSITIVE,VENDOR_ALIAS
P_004493,G_004493,NEGATIVE,TAX_MISMATCH
P_004494,G_004494,POSITIVE,EXACT
P_004495,G_004495,POSITIVE,EXACT
P_004496,G_004496,POSITIVE,VENDOR_ALIAS
P_004497,G_004497,POSITIVE,VENDOR_ALIAS
P_004498,G_004498,NEGATIVE,AMOUNT_MISMATCH
P_004499,G_004499,POSITIVE,EXACT
P_004500,G_004500,POSITIVE,EXACT
P_004501,G_004501,POSITIVE,EXACT
P_004502,G_004502,POSITIVE,EXACT
P_004503,G_004503,POSITIVE,EXACT
P_004504,G_004504,POSITIVE,EXACT
P_004505,G_004505,POSITIVE,EXACT
P_004506,G_004506,POSITIVE,VENDOR_ALIAS
P_004507,G_004507,POSITIVE,EXACT
P_004508,G_004508,POSITIVE,VENDOR_ALIAS
P_004509,G_004509,POSITIVE,EXACT
P_004510,G_004510,POSITIVE,VENDOR_ALIAS
P_004511,G_004511,POSITIVE,REF_MISSING
P_004512,G_004512,POSITIVE,EXACT
P_004513,G_004513,POSITIVE,VENDOR_ALIAS
P_004514,G_004514,POSITIVE,EXACT
P_004515,G_004515,POSITIVE,REF_MISSING
P_004516,G_004516,POSITIVE,EXACT
P_004517,G_004517,NEGATIVE,AMOUNT_MISMATCH
P_004518,G_004518,POSITIVE,EXACT
P_004519,G_004519,POSITIVE,EXACT
P_004520,G_004520,NEGATIVE,TAX_MISMATCH
P_004521,G_004521,POSITIVE,REF_MISSING
P_004522,G_004522,POSITIVE,VENDOR_ALIAS
P_004523,G_004523,POSITIVE,VENDOR_ALIAS
P_004524,G_004524,POSITIVE,EXACT
P_004525,G_004525,POSITIVE,REF_MISSING
P_004526,G_004526,POSITIVE,EXACT
P_004527,G_004527,NEGATIVE,AMOUNT_MISMATCH
P_004528,G_004528,NEGATIVE,AMOUNT_MISMATCH
P_004529,G_004529,POSITIVE,EXACT
P_004530,G_004530,POSITIVE,EXACT
P_004531,G_004531,POSITIVE,EXACT
P_004532,G_004532,POSITIVE,EXACT
P_004533,G_004533,POSITIVE,EXACT
P_004534,G_004534,POSITIVE,VENDOR_ALIAS
P_004535,G_004535,POSITIVE,REF_MISSING
P_004536,G_004536,POSITIVE,EXACT
P_004537,G_004537,POSITIVE,REF_MISSING
P_004538,G_004538,POSITIVE,VENDOR_ALIAS
P_004539,G_004539,POSITIVE,REF_MISSING
P_004540,G_004540,POSITIVE,REF_MISSING
P_004541,G_004541,POSITIVE,EXACT
P_004542,G_004542,POSITIVE,EXACT
P_004543,G_004543,POSITIVE,EXACT
P_004544,G_004544,POSITIVE,VENDOR_ALIAS
P_004545,G_004545,POSITIVE,VENDOR_ALIAS
P_004546,G_004546,POSITIVE,EXACT
P_004547,G_004547,POSITIVE,EXACT
P_004548,G_004548,NEGATIVE,AMOUNT_MISMATCH
P_004549,G_004549,POSITIVE,VENDOR_ALIAS
P_004550,G_004550,POSITIVE,EXACT
P_004551,G_004551,POSITIVE,EXACT
P_004552,G_004552,NEGATIVE,AMOUNT_MISMATCH
P_004553,G_004553,POSITIVE,VENDOR_ALIAS
P_004554,G_004554,POSITIVE,VENDOR_ALIAS
P_004555,G_004555,POSITIVE,EXACT
P_004556,G_004556,POSITIVE,EXACT
P_004557,G_004557,POSITIVE,EXACT
P_004558,G_004558,POSITIVE,EXACT
P_004559,G_004559,POSITIVE,VENDOR_ALIAS
P_004560,G_004560,POSITIVE,EXACT
P_004561,G_004561,POSITIVE,REF_MISSING
P_004562,G_004562,NEGATIVE,AMOUNT_MISMATCH
P_004563,G_004563,POSITIVE,EXACT
P_004564,G_004564,POSITIVE,EXACT
P_004565,G_004565,NEGATIVE,AMOUNT_MISMATCH
P_004566,G_004566,POSITIVE,EXACT
P_004567,G_004567,POSITIVE,EXACT
P_004568,G_004568,POSITIVE,EXACT
P_004569,G_004569,NEGATIVE,TAX_MISMATCH
P_004570,G_004570,POSITIVE,EXACT
P_004571,G_004571,POSITIVE,VENDOR_ALIAS
P_004572,G_004572,POSITIVE,EXACT
P_004573,G_004573,POSITIVE,EXACT
P_004574,G_004574,POSITIVE,EXACT
P_004575,G_004575,POSITIVE,EXACT
P_004576,G_004576,POSITIVE,EXACT
P_004577,G_004577,POSITIVE,EXACT
P_004578,G_004578,NEGATIVE,TAX_MISMATCH
P_004579,G_004579,POSITIVE,EXACT
P_004580,G_004580,POSITIVE,REF_MISSING
P_004581,G_004581,POSITIVE,EXACT
P_004582,G_004582,POSITIVE,EXACT
P_004583,G_004583,POSITIVE,VENDOR_ALIAS
P_004584,G_004584,POSITIVE,EXACT
P_004585,G_004585,NEGATIVE,TAX_MISMATCH
P_004586,G_004586,POSITIVE,REF_MISSING
P_004587,G_004587,POSITIVE,EXACT
P_004588,G_004588,POSITIVE,EXACT
P_004589,G_004589,POSITIVE,VENDOR_ALIAS
P_004590,G_004590,POSITIVE,VENDOR_ALIAS
P_004591,G_004591,NEGATIVE,AMOUNT_MISMATCH
P_004592,G_004592,POSITIVE,VENDOR_ALIAS
P_004593,G_004593,POSITIVE,EXACT
P_004594,G_004594,POSITIVE,EXACT
P_004595,G_004595,POSITIVE,EXACT
P_004596,G_004596,POSITIVE,VENDOR_ALIAS
P_004597,G_004597,POSITIVE,EXACT
P_004598,G_004598,POSITIVE,REF_MISSING
P_004599,G_004599,POSITIVE,REF_MISSING
P_004600,G_004600,POSITIVE,REF_MISSING
P_004601,G_004601,POSITIVE,EXACT
P_004602,G_004602,NEGATIVE,TAX_MISMATCH
P_004603,G_004603,NEGATIVE,AMOUNT_MISMATCH
P_004604,G_004604,POSITIVE,EXACT
P_004605,G_004605,NEGATIVE,TAX_MISMATCH
P_004606,G_004606,POSITIVE,VENDOR_ALIAS
P_004607,G_004607,POSITIVE,VENDOR_ALIAS
P_004608,G_004608,POSITIVE,EXACT
P_004609,G_004609,POSITIVE,EXACT
P_004610,G_004610,POSITIVE,VENDOR_ALIAS
P_004611,G_004611,POSITIVE,VENDOR_ALIAS
P_004612,G_004612,POSITIVE,EXACT
P_004613,G_004613,POSITIVE,VENDOR_ALIAS
P_004614,G_004614,POSITIVE,REF_MISSING
P_004615,G_004615,NEGATIVE,TAX_MISMATCH
P_004616,G_004616,NEGATIVE,TAX_MISMATCH
P_004617,G_004617,POSITIVE,EXACT
P_004618,G_004618,POSITIVE,EXACT
P_004619,G_004619,POSITIVE,VENDOR_ALIAS
P_004620,G_004620,POSITIVE,EXACT
P_004621,G_004621,POSITIVE,REF_MISSING
P_004622,G_004622,POSITIVE,EXACT
P_004623,G_004623,POSITIVE,EXACT
P_004624,G_004624,POSITIVE,REF_MISSING
P_004625,G_004625,POSITIVE,EXACT
P_004626,G_004626,POSITIVE,EXACT
P_004627,G_004627,POSITIVE,VENDOR_ALIAS
P_004628,G_004628,POSITIVE,REF_MISSING
P_004629,G_004629,POSITIVE,REF_MISSING
P_004630,G_004630,POSITIVE,EXACT
P_004631,G_004631,POSITIVE,EXACT
P_004632,G_004632,POSITIVE,VENDOR_ALIAS
P_004633,G_004633,POSITIVE,VENDOR_ALIAS
P_004634,G_004634,POSITIVE,EXACT
P_004635,G_004635,POSITIVE,EXACT
P_004636,G_004636,POSITIVE,EXACT
P_004637,G_004637,POSITIVE,VENDOR_ALIAS
P_004638,G_004638,POSITIVE,REF_MISSING
P_004639,G_004639,POSITIVE,EXACT
P_004640,G_004640,POSITIVE,REF_MISSING
P_004641,G_004641,NEGATIVE,AMOUNT_MISMATCH
P_004642,G_004642,POSITIVE,VENDOR_ALIAS
P_004643,G_004643,POSITIVE,EXACT
P_004644,G_004644,POSITIVE,VENDOR_ALIAS
P_004645,G_004645,POSITIVE,VENDOR_ALIAS
P_004646,G_004646,POSITIVE,EXACT
P_004647,G_004647,NEGATIVE,TAX_MISMATCH
P_004648,G_004648,POSITIVE,EXACT
P_004649,G_004649,POSITIVE,EXACT
P_004650,G_004650,POSITIVE,EXACT
P_004651,G_004651,POSITIVE,VENDOR_ALIAS
P_004652,G_004652,POSITIVE,VENDOR_ALIAS
P_004653,G_004653,POSITIVE,EXACT
P_004654,G_004654,POSITIVE,VENDOR_ALIAS
P_004655,G_004655,POSITIVE,EXACT
P_004656,G_004656,POSITIVE,EXACT
P_004657,G_004657,NEGATIVE,AMOUNT_MISMATCH
P_004658,G_004658,POSITIVE,EXACT
P_004659,G_004659,POSITIVE,EXACT
P_004660,G_004660,POSITIVE,VENDOR_ALIAS
P_004661,G_004661,POSITIVE,EXACT
P_004662,G_004662,POSITIVE,EXACT
P_004663,G_004663,POSITIVE,REF_MISSING
P_004664,G_004664,POSITIVE,EXACT
P_004665,G_004665,POSITIVE,EXACT
P_004666,G_004666,POSITIVE,REF_MISSING
P_004667,G_004667,POSITIVE,EXACT
P_004668,G_004668,POSITIVE,EXACT
P_004669,G_004669,POSITIVE,EXACT
P_004670,G_004670,POSITIVE,EXACT
P_004671,G_004671,POSITIVE,EXACT
P_004672,G_004672,POSITIVE,EXACT
P_004673,G_004673,NEGATIVE,TAX_MISMATCH
P_004674,G_004674,POSITIVE,VENDOR_ALIAS
P_004675,G_004675,POSITIVE,REF_MISSING
P_004676,G_004676,POSITIVE,VENDOR_ALIAS
P_004677,G_004677,POSITIVE,EXACT
P_004678,G_004678,NEGATIVE,TAX_MISMATCH
P_004679,G_004679,POSITIVE,EXACT
P_004680,G_004680,POSITIVE,REF_MISSING
P_004681,G_004681,POSITIVE,EXACT
P_004682,G_004682,POSITIVE,EXACT
P_004683,G_004683,POSITIVE,EXACT
P_004684,G_004684,POSITIVE,EXACT
P_004685,G_004685,POSITIVE,EXACT
P_004686,G_004686,POSITIVE,EXACT
P_004687,G_004687,POSITIVE,REF_MISSING
P_004688,G_004688,POSITIVE,EXACT
P_004689,G_004689,POSITIVE,EXACT
P_004690,G_004690,POSITIVE,EXACT
P_004691,G_004691,POSITIVE,REF_MISSING
P_004692,G_004692,POSITIVE,EXACT
P_004693,G_004693,POSITIVE,VENDOR_ALIAS
P_004694,G_004694,NEGATIVE,AMOUNT_MISMATCH
P_004695,G_004695,POSITIVE,REF_MISSING
P_004696,G_004696,POSITIVE,EXACT
P_004697,G_004697,POSITIVE,EXACT
P_004698,G_004698,POSITIVE,VENDOR_ALIAS
P_004699,G_004699,POSITIVE,EXACT
P_004700,G_004700,POSITIVE,EXACT
P_004701,G_004701,POSITIVE,REF_MISSING
P_004702,G_004702,POSITIVE,REF_MISSING
P_004703,G_004703,POSITIVE,VENDOR_ALIAS
P_004704,G_004704,POSITIVE,REF_MISSING
P_004705,G_004705,POSITIVE,EXACT
P_004706,G_004706,POSITIVE,VENDOR_ALIAS
P_004707,G_004707,POSITIVE,VENDOR_ALIAS
P_004708,G_004708,POSITIVE,EXACT
P_004709,G_004709,POSITIVE,REF_MISSING
P_004710,G_004710,POSITIVE,EXACT
P_004711,G_004711,POSITIVE,REF_MISSING
P_004712,G_004712,POSITIVE,EXACT
P_004713,G_004713,POSITIVE,REF_MISSING
P_004714,G_004714,POSITIVE,EXACT
P_004715,G_004715,NEGATIVE,AMOUNT_MISMATCH
P_004716,G_004716,POSITIVE,EXACT
P_004717,G_004717,POSITIVE,EXACT
P_004718,G_004718,POSITIVE,EXACT
P_004719,G_004719,POSITIVE,EXACT
P_004720,G_004720,NEGATIVE,TAX_MISMATCH
P_004721,G_004721,NEGATIVE,TAX_MISMATCH
P_004722,G_004722,POSITIVE,REF_MISSING
P_004723,G_004723,POSITIVE,EXACT
P_004724,G_004724,NEGATIVE,AMOUNT_MISMATCH
P_004725,G_004725,POSITIVE,EXACT
P_004726,G_004726,POSITIVE,EXACT
P_004727,G_004727,POSITIVE,REF_MISSING
P_004728,G_004728,POSITIVE,EXACT
P_004729,G_004729,POSITIVE,EXACT
P_004730,G_004730,POSITIVE,EXACT
P_004731,G_004731,POSITIVE,REF_MISSING
P_004732,G_004732,NEGATIVE,TAX_MISMATCH
P_004733,G_004733,POSITIVE,EXACT
P_004734,G_004734,POSITIVE,VENDOR_ALIAS
P_004735,G_004735,POSITIVE,REF_MISSING
P_004736,G_004736,POSITIVE,EXACT
P_004737,G_004737,POSITIVE,VENDOR_ALIAS
P_004738,G_004738,POSITIVE,REF_MISSING
P_004739,G_004739,POSITIVE,REF_MISSING
P_004740,G_004740,POSITIVE,EXACT
P_004741,G_004741,POSITIVE,REF_MISSING
P_004742,G_004742,POSITIVE,EXACT
P_004743,G_004743,POSITIVE,EXACT
P_004744,G_004744,POSITIVE,EXACT
P_004745,G_004745,NEGATIVE,TAX_MISMATCH
P_004746,G_004746,POSITIVE,REF_MISSING
P_004747,G_004747,POSITIVE,REF_MISSING
P_004748,G_004748,POSITIVE,EXACT
P_004749,G_004749,POSITIVE,REF_MISSING
P_004750,G_004750,POSITIVE,EXACT
P_004751,G_004751,POSITIVE,VENDOR_ALIAS
P_004752,G_004752,POSITIVE,EXACT
P_004753,G_004753,POSITIVE,VENDOR_ALIAS
P_004754,G_004754,NEGATIVE,TAX_MISMATCH
P_004755,G_004755,POSITIVE,VENDOR_ALIAS
P_004756,G_004756,POSITIVE,EXACT
P_004757,G_004757,POSITIVE,VENDOR_ALIAS
P_004758,G_004758,POSITIVE,EXACT
P_004759,G_004759,POSITIVE,VENDOR_ALIAS
P_004760,G_004760,POSITIVE,EXACT
P_004761,G_004761,NEGATIVE,TAX_MISMATCH
P_004762,G_004762,POSITIVE,REF_MISSING
P_004763,G_004763,POSITIVE,EXACT
P_004764,G_004764,NEGATIVE,AMOUNT_MISMATCH
P_004765,G_004765,POSITIVE,REF_MISSING
P_004766,G_004766,POSITIVE,EXACT
P_004767,G_004767,POSITIVE,EXACT
P_004768,G_004768,POSITIVE,REF_MISSING
P_004769,G_004769,POSITIVE,VENDOR_ALIAS
P_004770,G_004770,POSITIVE,EXACT
P_004771,G_004771,POSITIVE,VENDOR_ALIAS
P_004772,G_004772,POSITIVE,REF_MISSING
P_004773,G_004773,POSITIVE,REF_MISSING
P_004774,G_004774,NEGATIVE,AMOUNT_MISMATCH
P_004775,G_004775,NEGATIVE,AMOUNT_MISMATCH
P_004776,G_004776,POSITIVE,EXACT
P_004777,G_004777,NEGATIVE,AMOUNT_MISMATCH
P_004778,G_004778,POSITIVE,EXACT
P_004779,G_004779,POSITIVE,EXACT
P_004780,G_004780,POSITIVE,VENDOR_ALIAS
P_004781,G_004781,NEGATIVE,TAX_MISMATCH
P_004782,G_004782,POSITIVE,EXACT
P_004783,G_004783,POSITIVE,VENDOR_ALIAS
P_004784,G_004784,NEGATIVE,AMOUNT_MISMATCH
P_004785,G_004785,POSITIVE,EXACT
P_004786,G_004786,POSITIVE,EXACT
P_004787,G_004787,POSITIVE,EXACT
P_004788,G_004788,POSITIVE,EXACT
P_004789,G_004789,POSITIVE,EXACT
P_004790,G_004790,POSITIVE,EXACT
P_004791,G_004791,POSITIVE,VENDOR_ALIAS
P_004792,G_004792,POSITIVE,EXACT
P_004793,G_004793,POSITIVE,REF_MISSING
P_004794,G_004794,NEGATIVE,AMOUNT_MISMATCH
P_004795,G_004795,POSITIVE,EXACT
P_004796,G_004796,NEGATIVE,AMOUNT_MISMATCH
P_004797,G_004797,POSITIVE,EXACT
P_004798,G_004798,POSITIVE,EXACT
P_004799,G_004799,NEGATIVE,AMOUNT_MISMATCH
P_004800,G_004800,POSITIVE,VENDOR_ALIAS
P_004801,G_004801,NEGATIVE,AMOUNT_MISMATCH
P_004802,G_004802,POSITIVE,VENDOR_ALIAS
P_004803,G_004803,POSITIVE,EXACT
P_004804,G_004804,NEGATIVE,AMOUNT_MISMATCH
P_004805,G_004805,POSITIVE,EXACT
P_004806,G_004806,POSITIVE,EXACT
P_004807,G_004807,POSITIVE,REF_MISSING
P_004808,G_004808,POSITIVE,REF_MISSING
P_004809,G_004809,NEGATIVE,AMOUNT_MISMATCH
P_004810,G_004810,POSITIVE,REF_MISSING
P_004811,G_004811,POSITIVE,EXACT
P_004812,G_004812,NEGATIVE,AMOUNT_MISMATCH
P_004813,G_004813,POSITIVE,REF_MISSING
P_004814,G_004814,POSITIVE,EXACT
P_004815,G_004815,POSITIVE,EXACT
P_004816,G_004816,POSITIVE,EXACT
P_004817,G_004817,POSITIVE,VENDOR_ALIAS
P_004818,G_004818,NEGATIVE,AMOUNT_MISMATCH
P_004819,G_004819,POSITIVE,VENDOR_ALIAS
P_004820,G_004820,POSITIVE,EXACT
P_004821,G_004821,POSITIVE,VENDOR_ALIAS
P_004822,G_004822,POSITIVE,VENDOR_ALIAS
P_004823,G_004823,POSITIVE,VENDOR_ALIAS
P_004824,G_004824,NEGATIVE,AMOUNT_MISMATCH
P_004825,G_004825,NEGATIVE,AMOUNT_MISMATCH
P_004826,G_004826,POSITIVE,REF_MISSING
P_004827,G_004827,POSITIVE,EXACT
P_004828,G_004828,POSITIVE,EXACT
P_004829,G_004829,POSITIVE,EXACT
P_004830,G_004830,POSITIVE,EXACT
P_004831,G_004831,POSITIVE,EXACT
P_004832,G_004832,NEGATIVE,AMOUNT_MISMATCH
P_004833,G_004833,POSITIVE,VENDOR_ALIAS
P_004834,G_004834,POSITIVE,EXACT
P_004835,G_004835,POSITIVE,VENDOR_ALIAS
P_004836,G_004836,POSITIVE,EXACT
P_004837,G_004837,POSITIVE,VENDOR_ALIAS
P_004838,G_004838,POSITIVE,EXACT
P_004839,G_004839,POSITIVE,VENDOR_ALIAS
P_004840,G_004840,POSITIVE,EXACT
P_004841,G_004841,NEGATIVE,AMOUNT_MISMATCH
P_004842,G_004842,POSITIVE,EXACT
P_004843,G_004843,NEGATIVE,AMOUNT_MISMATCH
P_004844,G_004844,POSITIVE,EXACT
P_004845,G_004845,POSITIVE,EXACT
P_004846,G_004846,POSITIVE,EXACT
P_004847,G_004847,POSITIVE,EXACT
P_004848,G_004848,POSITIVE,EXACT
P_004849,G_004849,POSITIVE,EXACT
P_004850,G_004850,POSITIVE,EXACT
P_004851,G_004851,POSITIVE,REF_MISSING
P_004852,G_004852,POSITIVE,VENDOR_ALIAS
P_004853,G_004853,POSITIVE,EXACT
P_004854,G_004854,POSITIVE,REF_MISSING
P_004855,G_004855,POSITIVE,EXACT
P_004856,G_004856,POSITIVE,EXACT
P_004857,G_004857,NEGATIVE,AMOUNT_MISMATCH
P_004858,G_004858,POSITIVE,REF_MISSING
P_004859,G_004859,POSITIVE,EXACT
P_004860,G_004860,NEGATIVE,AMOUNT_MISMATCH
P_004861,G_004861,POSITIVE,REF_MISSING
P_004862,G_004862,POSITIVE,VENDOR_ALIAS
P_004863,G_004863,POSITIVE,EXACT
P_004864,G_004864,POSITIVE,EXACT
P_004865,G_004865,NEGATIVE,AMOUNT_MISMATCH
P_004866,G_004866,POSITIVE,EXACT
P_004867,G_004867,POSITIVE,EXACT
P_004868,G_004868,POSITIVE,REF_MISSING
P_004869,G_004869,NEGATIVE,TAX_MISMATCH
P_004870,G_004870,POSITIVE,VENDOR_ALIAS
P_004871,G_004871,NEGATIVE,TAX_MISMATCH
P_004872,G_004872,POSITIVE,REF_MISSING
P_004873,G_004873,POSITIVE,REF_MISSING
P_004874,G_004874,POSITIVE,EXACT
P_004875,G_004875,POSITIVE,EXACT
P_004876,G_004876,POSITIVE,VENDOR_ALIAS
P_004877,G_004877,POSITIVE,EXACT
P_004878,G_004878,POSITIVE,EXACT
P_004879,G_004879,POSITIVE,EXACT
P_004880,G_004880,POSITIVE,EXACT
P_004881,G_004881,POSITIVE,EXACT
P_004882,G_004882,POSITIVE,EXACT
P_004883,G_004883,NEGATIVE,AMOUNT_MISMATCH
P_004884,G_004884,POSITIVE,EXACT
P_004885,G_004885,POSITIVE,VENDOR_ALIAS
P_004886,G_004886,POSITIVE,VENDOR_ALIAS
P_004887,G_004887,POSITIVE,EXACT
P_004888,G_004888,POSITIVE,EXACT
P_004889,G_004889,NEGATIVE,AMOUNT_MISMATCH
P_004890,G_004890,POSITIVE,EXACT
P_004891,G_004891,POSITIVE,EXACT
P_004892,G_004892,POSITIVE,VENDOR_ALIAS
P_004893,G_004893,POSITIVE,EXACT
P_004894,G_004894,POSITIVE,REF_MISSING
P_004895,G_004895,POSITIVE,EXACT
P_004896,G_004896,POSITIVE,REF_MISSING
P_004897,G_004897,POSITIVE,EXACT
P_004898,G_004898,POSITIVE,EXACT
P_004899,G_004899,POSITIVE,EXACT
P_004900,G_004900,NEGATIVE,TAX_MISMATCH
P_004901,G_004901,POSITIVE,EXACT
P_004902,G_004902,NEGATIVE,AMOUNT_MISMATCH
P_004903,G_004903,POSITIVE,EXACT
P_004904,G_004904,POSITIVE,EXACT
P_004905,G_004905,NEGATIVE,AMOUNT_MISMATCH
P_004906,G_004906,POSITIVE,EXACT
P_004907,G_004907,POSITIVE,EXACT
P_004908,G_004908,POSITIVE,EXACT
P_004909,G_004909,POSITIVE,REF_MISSING
P_004910,G_004910,POSITIVE,VENDOR_ALIAS
P_004911,G_004911,POSITIVE,EXACT
P_004912,G_004912,POSITIVE,EXACT
P_004913,G_004913,POSITIVE,EXACT
P_004914,G_004914,NEGATIVE,TAX_MISMATCH
P_004915,G_004915,POSITIVE,EXACT
P_004916,G_004916,POSITIVE,REF_MISSING
P_004917,G_004917,POSITIVE,EXACT
P_004918,G_004918,NEGATIVE,AMOUNT_MISMATCH
P_004919,G_004919,POSITIVE,REF_MISSING
P_004920,G_004920,POSITIVE,EXACT
P_004921,G_004921,POSITIVE,EXACT
P_004922,G_004922,POSITIVE,EXACT
P_004923,G_004923,NEGATIVE,AMOUNT_MISMATCH
P_004924,G_004924,POSITIVE,EXACT
P_004925,G_004925,POSITIVE,EXACT
P_004926,G_004926,POSITIVE,EXACT
P_004927,G_004927,POSITIVE,EXACT
P_004928,G_004928,POSITIVE,VENDOR_ALIAS
P_004929,G_004929,POSITIVE,EXACT
P_004930,G_004930,NEGATIVE,AMOUNT_MISMATCH
P_004931,G_004931,POSITIVE,EXACT
P_004932,G_004932,POSITIVE,EXACT
P_004933,G_004933,NEGATIVE,TAX_MISMATCH
P_004934,G_004934,POSITIVE,REF_MISSING
P_004935,G_004935,NEGATIVE,AMOUNT_MISMATCH
P_004936,G_004936,POSITIVE,EXACT
P_004937,G_004937,POSITIVE,VENDOR_ALIAS
P_004938,G_004938,POSITIVE,REF_MISSING
P_004939,G_004939,POSITIVE,EXACT
P_004940,G_004940,POSITIVE,EXACT
P_004941,G_004941,POSITIVE,VENDOR_ALIAS
P_004942,G_004942,NEGATIVE,TAX_MISMATCH
P_004943,G_004943,POSITIVE,EXACT
P_004944,G_004944,POSITIVE,REF_MISSING
P_004945,G_004945,POSITIVE,EXACT
P_004946,G_004946,POSITIVE,EXACT
P_004947,G_004947,NEGATIVE,TAX_MISMATCH
P_004948,G_004948,POSITIVE,VENDOR_ALIAS
P_004949,G_004949,POSITIVE,REF_MISSING
P_004950,G_004950,POSITIVE,REF_MISSING
P_004951,G_004951,POSITIVE,VENDOR_ALIAS
P_004952,G_004952,POSITIVE,EXACT
P_004953,G_004953,POSITIVE,VENDOR_ALIAS
P_004954,G_004954,POSITIVE,EXACT
P_004955,G_004955,NEGATIVE,AMOUNT_MISMATCH
P_004956,G_004956,POSITIVE,EXACT
P_004957,G_004957,POSITIVE,VENDOR_ALIAS
P_004958,G_004958,NEGATIVE,AMOUNT_MISMATCH
P_004959,G_004959,POSITIVE,REF_MISSING
P_004960,G_004960,POSITIVE,EXACT
P_004961,G_004961,POSITIVE,EXACT
P_004962,G_004962,POSITIVE,EXACT
P_004963,G_004963,NEGATIVE,TAX_MISMATCH
P_004964,G_004964,POSITIVE,VENDOR_ALIAS
P_004965,G_004965,POSITIVE,REF_MISSING
P_004966,G_004966,POSITIVE,EXACT
P_004967,G_004967,POSITIVE,REF_MISSING
P_004968,G_004968,POSITIVE,EXACT
P_004969,G_004969,POSITIVE,EXACT
P_004970,G_004970,NEGATIVE,AMOUNT_MISMATCH
P_004971,G_004971,POSITIVE,VENDOR_ALIAS
P_004972,G_004972,POSITIVE,EXACT
P_004973,G_004973,NEGATIVE,AMOUNT_MISMATCH
P_004974,G_004974,POSITIVE,REF_MISSING
P_004975,G_004975,POSITIVE,REF_MISSING
P_004976,G_004976,POSITIVE,EXACT
P_004977,G_004977,POSITIVE,EXACT
P_004978,G_004978,POSITIVE,VENDOR_ALIAS
P_004979,G_004979,NEGATIVE,TAX_MISMATCH
P_004980,G_004980,POSITIVE,VENDOR_ALIAS
P_004981,G_004981,POSITIVE,EXACT
P_004982,G_004982,NEGATIVE,AMOUNT_MISMATCH
P_004983,G_004983,POSITIVE,EXACT
P_004984,G_004984,POSITIVE,REF_MISSING
P_004985,G_004985,POSITIVE,VENDOR_ALIAS
P_004986,G_004986,NEGATIVE,AMOUNT_MISMATCH
P_004987,G_004987,NEGATIVE,TAX_MISMATCH
P_004988,G_004988,POSITIVE,EXACT
P_004989,G_004989,POSITIVE,REF_MISSING
P_004990,G_004990,POSITIVE,VENDOR_ALIAS
P_004991,G_004991,POSITIVE,EXACT
P_004992,G_004992,NEGATIVE,TAX_MISMATCH
P_004993,G_004993,POSITIVE,EXACT
P_004994,G_004994,POSITIVE,REF_MISSING
P_004995,G_004995,POSITIVE,EXACT
P_004996,G_004996,POSITIVE,EXACT
P_004997,G_004997,POSITIVE,REF_MISSING
P_004998,G_004998,POSITIVE,EXACT
P_004999,G_004999,POSITIVE,VENDOR_ALIAS
P_005000,G_005000,POSITIVE,VENDOR_ALIAS
P_005001,G_005001,POSITIVE,EXACT
P_005002,G_005002,POSITIVE,REF_MISSING
P_005003,G_005003,NEGATIVE,AMOUNT_MISMATCH
P_005004,G_005004,NEGATIVE,AMOUNT_MISMATCH
P_005005,G_005005,POSITIVE,EXACT
P_005006,G_005006,POSITIVE,EXACT
P_005007,G_005007,POSITIVE,EXACT
P_005008,G_005008,POSITIVE,VENDOR_ALIAS
P_005009,G_005009,NEGATIVE,AMOUNT_MISMATCH
P_005010,G_005010,POSITIVE,VENDOR_ALIAS
P_005011,G_005011,POSITIVE,EXACT
P_005012,G_005012,POSITIVE,VENDOR_ALIAS
P_005013,G_005013,NEGATIVE,TAX_MISMATCH
P_005014,G_005014,POSITIVE,EXACT
P_005015,G_005015,POSITIVE,EXACT
P_005016,G_005016,POSITIVE,REF_MISSING
P_005017,G_005017,NEGATIVE,TAX_MISMATCH
P_005018,G_005018,POSITIVE,EXACT
P_005019,G_005019,POSITIVE,EXACT
